Unnamed: 0,FORWARD TEST RESULTS DASHBOARD,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,22,2025-10-28 09:55:12,2025-10-28 09:56:16,208.25,206.6,300,-495,39.63,-534.63,Trailing Stop,1
,23,2025-10-28 09:58:05,2025-10-28 10:00:10,210,193.6,450,-7380,55.7,-7435.7,Stop Loss,2
,24,2025-10-28 10:02:54,2025-10-28 10:03:45,176.25,181.6,150,802.5,17.42,785.08,Take Profit 1,0
,25,2025-10-28 10:02:54,2025-10-28 10:03:53,176.25,175.8,375,-168.75,42.15,-210.9,Trailing Stop,0
,26,2025-10-28 10:07:12,2025-10-28 10:08:06,149.95,134.4,600,-9330,51.56,-9381.56,Stop Loss,0
,27,2025-10-28 10:08:33,2025-10-28 10:09:29,141.6,147.3,150,855,14.13,840.87,Take Profit 1,0
,28,2025-10-28 10:08:33,2025-10-28 10:10:04,141.6,141.05,375,-206.25,33.82,-240.07,Trailing Stop,1
,29,2025-10-28 10:13:08,2025-10-28 10:13:49,136.7,142.75,225,1361.25,20.54,1340.71,Take Profit 1,0
,30,2025-10-28 10:13:08,2025-10-28 10:15:01,136.7,139.1,375,900,33.35,866.65,Trailing Stop,1
,31,2025-10-28 10:16:47,2025-10-28 10:18:44,141.15,146.4,225,1181.25,21.06,1160.19,Take Profit 1,1
,32,2025-10-28 10:16:47,2025-10-28 10:19:48,141.15,141.1,375,-18.75,33.83,-52.58,Trailing Stop,3
,33,2025-10-28 10:22:56,2025-10-28 10:23:07,139.8,145.05,225,1181.25,20.87,1160.38,Take Profit 1,0
,34,2025-10-28 10:22:56,2025-10-28 10:23:21,139.8,140,375,75,33.57,41.43,Trailing Stop,0
,35,2025-10-28 10:25:19,2025-10-28 10:27:20,142.2,127.15,600,-9030,48.78,-9078.78,Stop Loss,2
,36,2025-10-28 10:28:06,2025-10-28 10:31:58,135.45,119.85,525,-8190,40.23,-8230.23,Stop Loss,3
,37,2025-10-28 10:33:20,2025-10-28 10:46:10,122.95,128.3,150,802.5,12.31,790.19,Take Profit 1,12
,38,2025-10-28 10:33:20,2025-10-28 10:47:13,122.95,128.65,375,2137.5,30.85,2106.65,Trailing Stop,13
,39,2025-10-28 10:51:12,2025-10-28 10:54:01,119,103.75,600,-9150,39.8,-9189.8,Stop Loss,2
,40,2025-10-28 10:56:06,2025-10-28 10:58:05,101.25,106.3,225,1136.25,15.29,1120.96,Take Profit 1,1
,41,2025-10-28 10:56:06,2025-10-28 10:58:37,101.25,102.05,375,300,24.47,275.53,Trailing Stop,2
,42,2025-10-28 11:01:49,2025-10-28 11:04:12,100,83.4,600,-9960,32,-9992,Stop Loss,2
,43,2025-10-28 11:04:49,2025-10-28 11:07:00,87.65,92.65,225,1125,13.33,1111.67,Take Profit 1,2
,44,2025-10-28 11:04:49,2025-10-28 11:08:33,87.65,91.1,375,1293.75,21.84,1271.91,Trailing Stop,3
,45,2025-10-28 11:09:34,2025-10-28 11:12:36,93.1,98.15,225,1136.25,14.12,1122.13,Take Profit 1,3
,46,2025-10-28 11:09:34,2025-10-28 11:13:43,93.1,92.3,375,-300,22.13,-322.13,Trailing Stop,4
,47,2025-10-28 11:14:47,2025-10-28 11:18:43,95.25,100.35,225,1147.5,14.44,1133.06,Take Profit 1,3
,48,2025-10-28 11:14:47,2025-10-28 11:19:32,95.25,98.55,375,1237.5,23.63,1213.87,Trailing Stop,4
,49,2025-10-28 11:20:45,2025-10-28 11:21:18,100.7,105.95,225,1181.25,15.24,1166.01,Take Profit 1,0
,50,2025-10-28 11:20:45,2025-10-28 11:21:41,100.7,103.65,375,1106.25,24.85,1081.4,Trailing Stop,0
,51,2025-10-28 11:21:57,2025-10-28 11:25:02,106.6,112.95,225,1428.75,16.25,1412.5,Take Profit 1,3
,52,2025-10-28 11:21:57,2025-10-28 11:25:09,106.6,118.8,150,1830,11.39,1818.61,Take Profit 2,3
,53,2025-10-28 11:21:57,2025-10-28 11:25:29,106.6,114,225,1665,16.4,1648.6,Trailing Stop,3
,54,2025-10-28 11:26:02,2025-10-28 11:30:50,118,123.15,150,772.5,11.81,760.69,Take Profit 1,4
,55,2025-10-28 11:26:02,2025-10-28 11:31:10,118,119,375,375,28.53,346.47,Trailing Stop,5
,56,2025-10-28 11:35:37,2025-10-28 11:36:55,104.6,110.1,225,1237.5,15.84,1221.66,Take Profit 1,1
,57,2025-10-28 11:35:37,2025-10-28 11:37:02,104.6,106.55,450,877.5,30.66,846.84,Trailing Stop,1
,58,2025-10-28 11:38:13,2025-10-28 11:39:54,109.2,114.85,225,1271.25,16.52,1254.73,Take Profit 1,1
,59,2025-10-28 11:38:13,2025-10-28 11:40:18,109.2,121.8,150,1890,11.68,1878.32,Take Profit 2,2
,60,2025-10-28 11:38:13,2025-10-28 11:40:49,109.2,117,225,1755,16.83,1738.17,Trailing Stop,2
,61,2025-10-28 11:42:04,2025-10-28 11:42:30,119.8,125.25,225,1226.25,18.02,1208.23,Take Profit 1,0
,62,2025-10-28 11:42:04,2025-10-28 11:42:46,119.8,120.1,375,112.5,28.8,83.7,Trailing Stop,0
,63,2025-10-28 11:43:27,2025-10-28 11:45:02,122.15,106.45,600,-9420,40.84,-9460.84,Stop Loss,1
,64,2025-10-28 11:47:17,2025-10-28 11:47:53,109.9,115,225,1147.5,16.54,1130.96,Take Profit 1,0
,65,2025-10-28 11:47:17,2025-10-28 11:49:02,109.9,115,375,1912.5,27.57,1884.93,Trailing Stop,1
,66,2025-10-28 11:49:46,2025-10-28 11:50:26,117.2,122.2,225,1125,17.58,1107.42,Take Profit 1,0
,67,2025-10-28 11:49:46,2025-10-28 11:52:01,117.2,121.2,375,1500,29.06,1470.94,Trailing Stop,2
,68,2025-10-28 11:52:16,2025-10-28 11:54:12,124.55,109.25,600,-9180,41.91,-9221.91,Stop Loss,1
,69,2025-10-28 11:57:11,2025-10-28 11:59:51,97.65,82.3,600,-9210,31.57,-9241.57,Stop Loss,2
,70,2025-10-28 12:01:28,2025-10-28 12:06:24,84.45,68.45,600,-9600,26.26,-9626.26,Stop Loss,4
,71,2025-10-28 12:08:44,2025-10-28 12:14:54,70.15,75.3,225,1158.75,10.83,1147.92,Take Profit 1,6
,72,2025-10-28 12:08:44,2025-10-28 12:15:59,70.15,73.35,375,1200,17.59,1182.41,Trailing Stop,7
,73,2025-10-28 12:16:50,2025-10-28 12:18:03,75.35,80.7,225,1203.75,11.61,1192.14,Take Profit 1,1
,74,2025-10-28 12:16:50,2025-10-28 12:19:40,75.35,80.1,375,1781.25,19.21,1762.04,Trailing Stop,2
,75,2025-10-28 12:19:55,2025-10-28 12:24:05,82.3,88.15,225,1316.25,12.68,1303.57,Take Profit 1,4
,76,2025-10-28 12:19:55,2025-10-28 12:24:07,82.3,94.65,150,1852.5,9.08,1843.42,Take Profit 2,4
,77,2025-10-28 12:19:55,2025-10-28 12:25:02,82.3,93.8,225,2587.5,13.49,2574.01,Trailing Stop,5
,78,2025-10-28 12:25:24,2025-10-28 12:25:35,98.05,105,150,1042.5,10.07,1032.43,Take Profit 1,0
,79,2025-10-28 12:25:24,2025-10-28 12:25:39,98.05,100,375,731.25,23.98,707.27,Trailing Stop,0
,80,2025-10-28 12:25:43,2025-10-28 12:31:16,102.7,86.6,525,-8452.5,29.07,-8481.57,Stop Loss,5
,81,2025-10-28 12:31:58,2025-10-28 12:32:02,88.95,94.4,150,817.5,9.05,808.45,Take Profit 1,0
,82,2025-10-28 12:31:58,2025-10-28 12:33:01,88.95,102.7,150,2062.5,9.85,2052.65,Take Profit 2,1
,83,2025-10-28 12:31:58,2025-10-28 12:34:31,88.95,97.15,225,1845,13.98,1831.02,Trailing Stop,2
,84,2025-10-28 12:34:56,2025-10-28 12:36:03,100.25,108,150,1162.5,10.36,1152.14,Take Profit 1,1
,85,2025-10-28 12:34:56,2025-10-28 12:36:07,100.25,113.05,150,1920,10.84,1909.16,Take Profit 2,1
,86,2025-10-28 12:34:56,2025-10-28 12:36:27,100.25,113.15,225,2902.5,16.28,2886.22,Trailing Stop,1
,87,2025-10-28 12:36:35,2025-10-28 12:36:53,115.95,121.7,150,862.5,11.67,850.83,Take Profit 1,0
,88,2025-10-28 12:36:35,2025-10-28 12:37:18,115.95,115.85,375,-37.5,27.78,-65.28,Trailing Stop,0
,89,2025-10-28 12:37:45,2025-10-28 12:39:01,119.25,126.55,150,1095,12.14,1082.86,Take Profit 1,1
,90,2025-10-28 12:37:45,2025-10-28 12:39:26,119.25,124.5,300,1575,23.88,1551.12,Trailing Stop,1
,91,2025-10-28 12:40:23,2025-10-28 12:41:58,127.25,132.45,150,780,12.7,767.3,Take Profit 1,1
,92,2025-10-28 12:40:23,2025-10-28 12:42:01,127.25,139.5,75,918.75,6.69,912.06,Take Profit 2,1
,93,2025-10-28 12:40:23,2025-10-28 12:42:07,127.25,138.35,225,2497.5,19.9,2477.6,Trailing Stop,1
,94,2025-10-28 12:42:13,2025-10-28 12:44:12,141.95,148.25,150,945,14.22,930.78,Take Profit 1,1
,95,2025-10-28 12:42:13,2025-10-28 12:45:11,141.95,147.55,300,1680,28.3,1651.7,Trailing Stop,2
,96,2025-10-28 12:45:58,2025-10-28 12:46:05,151.05,156.45,150,810,15.01,794.99,Take Profit 1,0
,97,2025-10-28 12:45:58,2025-10-28 12:46:26,151.05,151.6,300,165,29.08,135.92,Trailing Stop,0
,98,2025-10-28 12:46:40,2025-10-28 12:46:44,156.2,162.3,150,915,15.57,899.43,Take Profit 1,0
,99,2025-10-28 12:46:40,2025-10-28 12:47:23,156.2,158.9,300,810,30.48,779.52,Trailing Stop,0
,100,2025-10-28 12:47:48,2025-10-28 12:48:38,163,146.75,450,-7312.5,42.22,-7354.72,Stop Loss,0
,101,2025-10-28 12:51:32,2025-10-28 12:51:43,150.35,157.65,150,1095,15.12,1079.88,Take Profit 1,0
,102,2025-10-28 12:51:32,2025-10-28 12:52:05,150.35,163.55,75,990,7.84,982.16,Take Profit 2,0
,103,2025-10-28 12:51:32,2025-10-28 12:52:51,150.35,159.5,150,1372.5,15.3,1357.2,Trailing Stop,1
,104,2025-10-28 12:53:14,2025-10-28 13:01:12,164,170.7,150,1005,16.37,988.63,Take Profit 1,7
,105,2025-10-28 12:53:14,2025-10-28 13:01:22,164,166.25,225,506.25,23.92,482.33,Trailing Stop,8
,106,2025-10-28 13:01:24,2025-10-28 13:04:33,168.5,153.3,375,-5700,36.76,-5736.76,Stop Loss,3
,107,2025-10-28 13:05:24,2025-10-28 13:06:02,144,149.85,150,877.5,14.37,863.13,Take Profit 1,0
,108,2025-10-28 13:05:24,2025-10-28 13:07:36,144,156.9,75,967.5,7.52,959.98,Take Profit 2,2
,109,2025-10-28 13:05:24,2025-10-28 13:08:00,144,154,225,2250,22.16,2227.84,Trailing Stop,2
,110,2025-10-28 13:08:04,2025-10-28 13:14:01,160.3,143.05,375,-6468.75,34.3,-6503.05,Stop Loss,5
,111,2025-10-28 13:16:52,2025-10-28 13:18:15,135.45,141.6,150,922.5,13.58,908.92,Take Profit 1,1
,112,2025-10-28 13:16:52,2025-10-28 13:18:22,135.45,147.9,75,933.75,7.09,926.66,Take Profit 2,1
,113,2025-10-28 13:16:52,2025-10-28 13:18:46,135.45,145.6,225,2283.75,20.95,2262.8,Trailing Stop,1
,114,2025-10-28 13:19:11,2025-10-28 13:24:35,149.5,155,150,825,14.87,810.13,Take Profit 1,5
,115,2025-10-28 13:19:11,2025-10-28 13:25:07,149.5,161.85,75,926.25,7.76,918.49,Take Profit 2,5
,116,2025-10-28 13:19:11,2025-10-28 13:25:11,149.5,156.75,225,1631.25,22.55,1608.7,Trailing Stop,5
,117,2025-10-28 13:25:15,2025-10-28 13:26:02,159.15,164.4,150,787.5,15.77,771.73,Take Profit 1,0
,118,2025-10-28 13:25:15,2025-10-28 13:26:32,159.15,162.4,225,731.25,23.36,707.89,Trailing Stop,1
,119,2025-10-28 13:26:53,2025-10-28 13:26:57,169.5,175.2,150,855,16.8,838.2,Take Profit 1,0
,120,2025-10-28 13:26:53,2025-10-28 13:27:21,169.5,171.55,225,461.25,24.68,436.57,Trailing Stop,0
,121,2025-10-28 13:27:33,2025-10-28 13:28:45,174.85,159.55,375,-5737.5,38.26,-5775.76,Stop Loss,1
,122,2025-10-28 13:31:29,2025-10-28 13:31:49,160.1,167,150,1035,16.02,1018.98,Take Profit 1,0
,123,2025-10-28 13:31:29,2025-10-28 13:32:26,160.1,172.55,75,933.75,8.27,925.48,Take Profit 2,0
,124,2025-10-28 13:31:29,2025-10-28 13:32:57,160.1,168,150,1185,16.11,1168.89,Trailing Stop,1
,125,2025-10-28 13:33:19,2025-10-28 13:36:31,170.3,151.2,375,-7162.5,36.25,-7198.75,Stop Loss,3
,126,2025-10-28 13:39:40,2025-10-28 13:41:14,148,131.25,375,-6281.25,31.47,-6312.72,Stop Loss,1
,127,2025-10-28 13:42:23,2025-10-28 13:43:46,135.3,118.65,375,-6243.75,28.45,-6272.2,Stop Loss,1
,128,2025-10-28 13:44:53,2025-10-28 13:46:05,108.1,92.75,450,-6907.5,26.69,-6934.19,Stop Loss,1
,129,2025-10-28 13:48:48,2025-10-28 13:48:53,94.4,99.65,150,787.5,9.56,777.94,Take Profit 1,0
,130,2025-10-28 13:48:48,2025-10-28 13:48:59,94.4,95.25,300,255,18.27,236.73,Trailing Stop,0
,131,2025-10-28 13:49:33,2025-10-28 13:53:03,98.05,82.85,450,-6840,23.84,-6863.84,Stop Loss,3
,132,2025-10-28 13:56:42,2025-10-28 13:57:36,81.8,86.95,150,772.5,8.34,764.16,Take Profit 1,0
,133,2025-10-28 13:56:42,2025-10-28 13:58:41,81.8,95,75,990,4.56,985.44,Take Profit 2,1
,134,2025-10-28 13:56:42,2025-10-28 13:59:17,81.8,93.85,225,2711.25,13.5,2697.75,Trailing Stop,2
,135,2025-10-28 13:59:31,2025-10-28 14:00:48,97.3,103.7,150,960,9.95,950.05,Take Profit 1,1
,136,2025-10-28 13:59:31,2025-10-28 14:00:52,97.3,100.6,225,742.5,14.47,728.03,Trailing Stop,1
,137,2025-10-28 14:01:03,2025-10-28 14:01:24,103.15,87.3,375,-5943.75,20.93,-5964.68,Stop Loss,0
,138,2025-10-28 14:05:40,2025-10-28 14:14:04,71.8,77.15,150,802.5,7.4,795.1,Take Profit 1,8
,139,2025-10-28 14:05:40,2025-10-28 14:14:13,71.8,71.45,375,-131.25,17.13,-148.38,Trailing Stop,8
,140,2025-10-28 14:14:17,2025-10-28 14:14:36,73.85,80.5,150,997.5,7.72,989.78,Take Profit 1,0
,141,2025-10-28 14:14:17,2025-10-28 14:14:46,73.85,85.95,75,907.5,4.12,903.38,Take Profit 2,0
,142,2025-10-28 14:14:17,2025-10-28 14:14:54,73.85,80.7,225,1541.25,11.61,1529.64,Trailing Stop,0
,143,2025-10-28 14:14:59,2025-10-28 14:16:25,83.1,68.1,450,-6750,19.59,-6769.59,Stop Loss,1
,144,2025-10-28 14:18:25,2025-10-28 14:25:29,68.9,53.85,450,-6772.5,15.49,-6787.99,Stop Loss,7
,145,2025-10-28 14:28:56,2025-10-28 14:29:57,44,49.2,225,1170,7.08,1162.92,Take Profit 1,1
,146,2025-10-28 14:28:56,2025-10-28 14:30:09,44,44.35,375,131.25,10.63,120.62,Trailing Stop,1
,147,2025-10-28 14:30:18,2025-10-28 14:31:07,49,55,225,1350,7.91,1342.09,Take Profit 1,0
,148,2025-10-28 14:30:18,2025-10-28 14:31:12,49,50.85,375,693.75,12.19,681.56,Trailing Stop,0
,149,2025-10-28 14:33:35,2025-10-28 14:37:22,53.05,38,600,-9030,14.58,-9044.58,Stop Loss,3
,150,2025-10-28 14:37:42,2025-10-28 14:40:13,47.95,54.65,150,1005,5.24,999.76,Take Profit 1,2
,151,2025-10-28 14:37:42,2025-10-28 14:41:00,47.95,53.6,300,1695,10.28,1684.72,Trailing Stop,3
,152,2025-10-28 14:41:28,2025-10-28 14:49:28,56,40.65,450,-6907.5,11.7,-6919.2,Stop Loss,8
,153,2025-10-28 14:51:09,2025-10-28 14:53:19,45.1,50.2,150,765,4.81,760.19,Take Profit 1,2
,154,2025-10-28 14:51:09,2025-10-28 14:53:31,45.1,45.35,225,56.25,6.52,49.73,Trailing Stop,2
,155,2025-10-28 14:54:22,2025-10-28 14:55:16,47.55,52.8,150,787.5,5.06,782.44,Take Profit 1,0
,156,2025-10-28 14:54:22,2025-10-28 14:56:06,47.55,60.25,75,952.5,2.89,949.61,Take Profit 2,1
,157,2025-10-28 14:54:22,2025-10-28 14:56:24,47.55,60.85,150,1995,5.84,1989.16,Trailing Stop,2
,158,2025-10-28 14:56:56,2025-10-28 14:57:15,63.2,68.35,75,386.25,3.28,382.97,Take Profit 1,0
,159,2025-10-28 14:56:56,2025-10-28 14:57:25,63.2,77.95,75,1106.25,3.74,1102.51,Take Profit 2,0
,160,2025-10-28 14:56:56,2025-10-28 14:57:38,63.2,74.35,150,1672.5,7.13,1665.37,Trailing Stop,0
,161,2025-10-28 14:57:58,2025-10-28 14:58:48,76.4,61.4,300,-4500,11.78,-4511.78,Stop Loss,0
,162,2025-10-28 15:00:21,2025-10-28 15:00:37,83.2,88.8,75,420,4.26,415.74,Take Profit 1,0
,163,2025-10-28 15:00:21,2025-10-28 15:00:40,83.2,83.35,150,22.5,7.99,14.51,Trailing Stop,0
,164,2025-10-28 15:00:42,2025-10-28 15:00:56,86.5,92.6,75,457.5,4.44,453.06,Take Profit 1,0
,165,2025-10-28 15:00:42,2025-10-28 15:01:01,86.5,98.5,75,900,4.72,895.28,Take Profit 2,0
,166,2025-10-28 15:00:42,2025-10-28 15:01:17,86.5,106.6,75,1507.5,5.11,1502.39,Take Profit 3,0
,167,2025-10-28 15:01:27,2025-10-28 15:01:37,103.85,109.25,75,405,5.24,399.76,Take Profit 1,0
,168,2025-10-28 15:01:27,2025-10-28 15:01:57,103.85,118.5,75,1098.75,5.68,1093.07,Take Profit 2,0
,169,2025-10-28 15:01:27,2025-10-28 15:02:02,103.85,124.6,75,1556.25,5.98,1550.27,Take Profit 3,0
,170,2025-10-28 15:02:23,2025-10-28 15:04:02,122.25,128.05,75,435,6.14,428.86,Take Profit 1,1
,171,2025-10-28 15:02:23,2025-10-28 15:04:08,122.25,123.55,150,195,11.85,183.15,Trailing Stop,1
,172,2025-10-28 15:04:20,2025-10-28 15:08:01,127.35,132.7,75,401.25,6.36,394.89,Take Profit 1,3
,173,2025-10-28 15:04:20,2025-10-28 15:08:25,127.35,132.45,75,382.5,6.35,376.15,Trailing Stop,4
,174,2025-10-28 15:09:02,2025-10-28 15:10:00,135.45,126.95,150,-1275,12.18,-1287.18,Session End,0
