Unnamed: 0,FORWARD TEST RESULTS DASHBOARD,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,13,2025-10-27 12:00:17,2025-10-27 12:27:55,187.65,171.9,450,-7087.5,49.46,-7136.96,Stop Loss,27
,14,2025-10-27 12:30:04,2025-10-27 12:31:58,160.85,145.8,525,-7901.25,48.94,-7950.19,Stop Loss,1
,15,2025-10-27 12:32:10,2025-10-27 12:32:37,153.3,158.5,150,780,15.2,764.8,Take Profit 1,0
,16,2025-10-27 12:32:10,2025-10-27 12:34:00,153.3,160.05,375,2531.25,38.38,2492.87,Trailing Stop,1
,17,2025-10-27 12:34:43,2025-10-27 12:47:02,163.6,168.65,150,757.5,16.18,741.32,Take Profit 1,12
,18,2025-10-27 12:34:43,2025-10-27 12:47:28,163.6,163.75,300,45,31.41,13.59,Trailing Stop,12
,19,2025-10-27 12:49:20,2025-10-27 12:50:16,161,144.45,525,-8688.75,48.49,-8737.24,Stop Loss,0
,20,2025-10-27 12:50:36,2025-10-27 12:51:27,152,157,150,750,15.06,734.94,Take Profit 1,0
,21,2025-10-27 12:50:36,2025-10-27 12:52:09,152,152,300,0,29.16,-29.16,Trailing Stop,1
,22,2025-10-27 12:52:25,2025-10-27 12:54:40,154.6,160.5,150,885,15.39,869.61,Take Profit 1,2
,23,2025-10-27 12:52:25,2025-10-27 12:56:59,154.6,160.25,300,1695,30.74,1664.26,Trailing Stop,4
,24,2025-10-27 12:57:34,2025-10-27 13:09:54,163.05,147.65,450,-6930,42.48,-6972.48,Stop Loss,12
,25,2025-10-27 13:10:51,2025-10-27 13:14:36,147.3,152.35,150,757.5,14.61,742.89,Take Profit 1,3
,26,2025-10-27 13:10:51,2025-10-27 13:15:37,147.3,148.05,300,225,28.4,196.6,Trailing Stop,4
,27,2025-10-27 13:18:49,2025-10-27 13:21:35,128.2,113.15,525,-7901.25,37.98,-7939.23,Stop Loss,2
,28,2025-10-27 13:22:40,2025-10-27 13:23:07,111.85,116.9,150,757.5,11.21,746.29,Take Profit 1,0
,29,2025-10-27 13:22:40,2025-10-27 13:24:03,111.85,123.9,150,1807.5,11.88,1795.62,Take Profit 2,1
,30,2025-10-27 13:22:40,2025-10-27 13:25:02,111.85,131.85,75,1500,6.32,1493.68,Take Profit 3,2
,31,2025-10-27 13:22:40,2025-10-27 13:25:30,111.85,130.15,150,2745,12.48,2732.52,Trailing Stop,2
,32,2025-10-27 13:25:48,2025-10-27 13:30:18,133.65,118.65,525,-7875,39.83,-7914.83,Stop Loss,4
,33,2025-10-27 13:31:01,2025-10-27 13:39:11,122.2,127.25,150,757.5,12.2,745.3,Take Profit 1,8
,34,2025-10-27 13:31:01,2025-10-27 13:40:38,122.2,126.65,375,1668.75,30.37,1638.38,Trailing Stop,9
,35,2025-10-27 13:41:15,2025-10-27 13:44:33,123.1,128.2,150,765,12.3,752.7,Take Profit 1,3
,36,2025-10-27 13:41:15,2025-10-27 13:45:37,123.1,125.6,375,937.5,30.12,907.38,Trailing Stop,4
,37,2025-10-27 13:46:12,2025-10-27 13:49:29,126.9,132,150,765,12.66,752.34,Take Profit 1,3
,38,2025-10-27 13:46:12,2025-10-27 13:50:03,126.9,141.85,150,2242.5,13.6,2228.9,Take Profit 2,3
,39,2025-10-27 13:46:12,2025-10-27 13:50:28,126.9,135.35,225,1901.25,19.47,1881.78,Trailing Stop,4
,40,2025-10-27 13:50:42,2025-10-27 13:51:20,139.3,144.5,150,780,13.86,766.14,Take Profit 1,0
,41,2025-10-27 13:50:42,2025-10-27 13:52:38,139.3,140.15,300,255,26.88,228.12,Trailing Stop,1
,42,2025-10-27 13:53:40,2025-10-27 14:11:18,140.5,125.5,525,-7875,42.13,-7917.13,Stop Loss,17
,43,2025-10-27 14:11:30,2025-10-27 14:17:09,129.85,135.4,150,832.5,12.99,819.51,Take Profit 1,5
,44,2025-10-27 14:11:30,2025-10-27 14:18:30,129.85,142.25,75,930,6.82,923.18,Take Profit 2,7
,45,2025-10-27 14:11:30,2025-10-27 14:20:01,129.85,139.45,225,2160,20.06,2139.94,Trailing Stop,8
,46,2025-10-27 14:21:06,2025-10-27 14:23:57,139.45,144.5,150,757.5,13.86,743.64,Take Profit 1,2
,47,2025-10-27 14:21:06,2025-10-27 14:25:25,139.45,145.75,300,1890,27.96,1862.04,Trailing Stop,4
,48,2025-10-27 14:25:52,2025-10-27 14:30:36,149.95,156.3,150,952.5,14.99,937.51,Take Profit 1,4
,49,2025-10-27 14:25:52,2025-10-27 14:31:32,149.95,152,300,615,29.16,585.84,Trailing Stop,5
,50,2025-10-27 14:33:16,2025-10-27 14:36:35,152.15,162,150,1477.5,15.54,1461.96,Take Profit 1,3
,51,2025-10-27 14:33:16,2025-10-27 14:37:13,152.15,156.85,300,1410,30.09,1379.91,Trailing Stop,3
,52,2025-10-27 14:37:36,2025-10-27 14:42:21,156.95,141.9,450,-6772.5,40.83,-6813.33,Stop Loss,4
,53,2025-10-27 14:44:21,2025-10-27 14:45:16,143.4,149.65,150,937.5,14.35,923.15,Take Profit 1,0
,54,2025-10-27 14:44:21,2025-10-27 14:45:31,143.4,145.25,300,555,27.86,527.14,Trailing Stop,1
,55,2025-10-27 14:50:18,2025-10-27 14:50:31,125.3,130.35,150,757.5,12.5,745,Take Profit 1,0
,56,2025-10-27 14:50:18,2025-10-27 14:52:23,125.3,129.65,375,1631.25,31.09,1600.16,Trailing Stop,2
,57,2025-10-27 14:53:32,2025-10-27 14:56:26,128.7,133.9,150,780,12.84,767.16,Take Profit 1,2
,58,2025-10-27 14:53:32,2025-10-27 14:59:53,128.7,134.3,375,2100,32.2,2067.8,Trailing Stop,6
,59,2025-10-27 14:59:59,2025-10-27 15:03:48,142.05,126.5,525,-8163.75,42.46,-8206.21,Stop Loss,3
,60,2025-10-27 15:04:39,2025-10-27 15:06:18,128.25,133.4,150,772.5,12.79,759.71,Take Profit 1,1
,61,2025-10-27 15:04:39,2025-10-27 15:08:09,128.25,140.55,150,1845,13.48,1831.52,Take Profit 2,3
,62,2025-10-27 15:04:39,2025-10-27 15:09:10,128.25,141.1,225,2891.25,20.3,2870.95,Trailing Stop,4
,63,2025-10-27 15:09:29,2025-10-27 15:10:00,144.85,146.45,450,720,42.14,677.86,Session End,0
