Unnamed: 0,FORWARD TEST RESULTS DASHBOARD,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,20,2025-10-29 10:22:00,2025-10-29 10:23:13,258.2,270.35,75,911.25,12.96,898.29,Take Profit 2,1
,21,2025-10-29 10:22:00,2025-10-29 10:24:01,258.2,266.25,150,1207.5,25.54,1181.96,Trailing Stop,2
,22,2025-10-29 10:25:34,2025-10-29 10:26:59,271.35,276.45,150,765,26.51,738.49,Take Profit 1,1
,23,2025-10-29 10:25:34,2025-10-29 10:27:31,271.35,283.8,75,933.75,13.61,920.14,Take Profit 2,1
,24,2025-10-29 10:25:34,2025-10-29 10:28:41,271.35,283.05,150,1755,27.15,1727.85,Trailing Stop,3
,25,2025-10-29 10:29:35,2025-10-29 10:30:10,287.75,293.15,150,810,28.12,781.88,Take Profit 1,0
,26,2025-10-29 10:29:35,2025-10-29 10:30:33,287.75,288.1,225,78.75,41.45,37.3,Trailing Stop,0
,27,2025-10-29 10:30:43,2025-10-29 10:32:54,294.3,299.9,75,420,14.38,405.62,Take Profit 1,2
,28,2025-10-29 10:30:43,2025-10-29 10:32:57,294.3,307.25,75,971.25,14.73,956.52,Take Profit 2,2
,29,2025-10-29 10:30:43,2025-10-29 10:33:20,294.3,307.05,150,1912.5,29.45,1883.05,Trailing Stop,2
,30,2025-10-29 10:38:50,2025-10-29 10:50:22,304.8,289.7,300,-4530,55.57,-4585.57,Stop Loss,11
,31,2025-10-29 10:51:51,2025-10-29 10:54:39,294.15,278.15,300,-4800,53.35,-4853.35,Stop Loss,2
,32,2025-10-29 10:56:16,2025-10-29 10:57:09,282.2,287.2,75,375,13.77,361.23,Take Profit 1,0
,33,2025-10-29 10:56:16,2025-10-29 10:57:37,282.2,286.65,225,1001.25,41.24,960.01,Trailing Stop,1
,34,2025-10-29 10:58:18,2025-10-29 10:58:46,291.65,297,75,401.25,14.24,387.01,Take Profit 1,0
,35,2025-10-29 10:58:18,2025-10-29 10:59:01,291.65,294.05,225,540,42.3,497.7,Trailing Stop,0
,36,2025-10-29 11:05:18,2025-10-29 11:07:32,284,289.45,75,408.75,13.88,394.87,Take Profit 1,2
,37,2025-10-29 11:05:18,2025-10-29 11:08:38,284,283.8,225,-45,40.83,-85.83,Trailing Stop,3
,38,2025-10-29 11:11:22,2025-10-29 11:11:45,291.2,296.2,75,375,14.2,360.8,Take Profit 1,0
,39,2025-10-29 11:11:22,2025-10-29 11:12:08,291.2,293.1,225,427.5,42.17,385.33,Trailing Stop,0
,40,2025-10-29 11:20:00,2025-10-29 11:21:14,272,277.15,150,772.5,26.58,745.92,Take Profit 1,1
,41,2025-10-29 11:20:00,2025-10-29 11:22:11,272,284.25,75,918.75,13.63,905.12,Take Profit 2,2
,42,2025-10-29 11:20:00,2025-10-29 11:25:54,272,292,75,1500,14,1486,Take Profit 3,5
,43,2025-10-29 11:20:00,2025-10-29 11:27:49,272,289.15,75,1286.25,13.87,1272.38,Trailing Stop,7
,44,2025-10-29 11:37:32,2025-10-29 11:38:53,275,280.15,150,772.5,26.87,745.63,Take Profit 1,1
,45,2025-10-29 11:37:32,2025-10-29 11:39:37,275,287.35,75,926.25,13.78,912.47,Take Profit 2,2
,46,2025-10-29 11:37:32,2025-10-29 11:40:01,275,282.65,150,1147.5,27.11,1120.39,Trailing Stop,2
,47,2025-10-29 11:41:53,2025-10-29 11:44:32,286.7,291.9,150,780,28,752,Take Profit 1,2
,48,2025-10-29 11:41:53,2025-10-29 11:45:22,286.7,286,225,-157.5,41.15,-198.65,Trailing Stop,3
,49,2025-10-29 11:50:57,2025-10-29 12:00:05,284.1,289.3,150,780,27.75,752.25,Take Profit 1,9
,50,2025-10-29 11:50:57,2025-10-29 12:00:40,284.1,285.75,225,371.25,41.11,330.14,Trailing Stop,9
,51,2025-10-29 12:04:02,2025-10-29 12:04:05,289.85,295.65,150,870,28.36,841.64,Take Profit 1,0
,52,2025-10-29 12:04:02,2025-10-29 12:05:47,289.85,301.85,75,900,14.48,885.52,Take Profit 2,1
,53,2025-10-29 12:04:02,2025-10-29 12:06:15,289.85,300.4,150,1582.5,28.81,1553.69,Trailing Stop,2
,54,2025-10-29 12:11:32,2025-10-29 12:12:22,299.5,304.55,150,757.5,29.21,728.29,Take Profit 1,0
,55,2025-10-29 12:11:32,2025-10-29 12:12:54,299.5,302.3,225,630,43.49,586.51,Trailing Stop,1
,56,2025-10-29 12:19:50,2025-10-29 12:26:31,304.3,310.75,150,967.5,29.8,937.7,Take Profit 1,6
,57,2025-10-29 12:19:50,2025-10-29 12:26:59,304.3,305,225,157.5,43.88,113.62,Trailing Stop,7
,58,2025-10-29 12:27:56,2025-10-29 12:28:33,312.2,319.4,150,1080,30.63,1049.37,Take Profit 1,0
,59,2025-10-29 12:27:56,2025-10-29 12:28:49,312.2,315.7,225,787.5,45.42,742.08,Trailing Stop,0
,60,2025-10-29 12:30:10,2025-10-29 12:38:57,321.95,306.3,375,-5868.75,73.44,-5942.19,Stop Loss,8
,61,2025-10-29 12:41:14,2025-10-29 12:46:32,315.65,320.8,75,386.25,15.38,370.87,Take Profit 1,5
,62,2025-10-29 12:41:14,2025-10-29 12:48:46,315.65,319.1,225,776.25,45.91,730.34,Trailing Stop,7
,63,2025-10-29 12:54:42,2025-10-29 13:01:19,311.75,316.8,150,757.5,30.38,727.12,Take Profit 1,6
,64,2025-10-29 12:54:42,2025-10-29 13:01:57,311.75,312.6,225,191.25,44.97,146.28,Trailing Stop,7
,65,2025-10-29 13:09:37,2025-10-29 13:44:41,317,301.9,300,-4530,57.91,-4587.91,Stop Loss,35
,66,2025-10-29 13:50:01,2025-10-29 13:51:19,301.8,308.5,150,1005,29.59,975.41,Take Profit 1,1
,67,2025-10-29 13:50:01,2025-10-29 13:51:38,301.8,303.05,225,281.25,43.6,237.65,Trailing Stop,1
,68,2025-10-29 14:00:31,2025-10-29 14:03:45,290.9,274.5,375,-6150,65.82,-6215.82,Stop Loss,3
,69,2025-10-29 14:04:21,2025-10-29 14:13:18,279.45,284.5,150,757.5,27.29,730.21,Take Profit 1,8
,70,2025-10-29 14:04:21,2025-10-29 14:14:09,279.45,282.7,225,731.25,40.67,690.58,Trailing Stop,9
,71,2025-10-29 14:15:05,2025-10-29 14:16:05,286.85,292.65,150,870,28.07,841.93,Take Profit 1,1
,72,2025-10-29 14:15:05,2025-10-29 14:16:33,286.85,288.8,225,438.75,41.55,397.2,Trailing Stop,1
,73,2025-10-29 14:17:26,2025-10-29 14:18:00,292.9,298.4,150,825,28.62,796.38,Take Profit 1,0
,74,2025-10-29 14:17:26,2025-10-29 14:18:38,292.9,295.9,225,675,42.57,632.43,Trailing Stop,1
,75,2025-10-29 14:25:15,2025-10-29 14:29:10,279.55,284.65,150,765,27.3,737.7,Take Profit 1,3
,76,2025-10-29 14:25:15,2025-10-29 14:31:00,279.55,292.4,75,963.75,14.02,949.73,Take Profit 2,5
,77,2025-10-29 14:25:15,2025-10-29 14:32:07,279.55,289.5,150,1492.5,27.77,1464.73,Trailing Stop,6
,78,2025-10-29 14:37:14,2025-10-29 15:10:00,282.4,282.75,375,131.25,67.8,63.45,Session End,32
