Unnamed: 0,FORWARD TEST RESULTS DASHBOARD,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,,,,,,,,,,,
,Mode: LIVE | Generated: 2025-10-24 11:59:38,,,,,,,,,,
,,,,,,,,,,,
,,,NET P&L,,,,,,,,
,,,"3,159.94",,,,,,,,
,,,,,,,,,,,
,PERFORMANCE SUMMARY,,,,,,,,,,
,,Winning Trades,16,,,,Total Trades,22,,,
,,Win Rate,72.73%,,,,Losing Trades,6,,,
,,Net P&L,"3,159.94",,,,Gross P&L,"3,159.95",,,
,,Best Trade,916.06,,,,Profit Factor,1.77,,,
,,Initial Capital,"100,000.00",,,,Worst Trade,"-2,261.40",,,
,,Return %,3.16%,,,,Final Capital,"103,159.94",,,
,,,,,,,,,,,
,,,,,,,,,,,
,DETAILED TRADES LOG,,,,,,,,,,
,#,Entry Time,Exit Time,Entry Price,Exit Price,Qty,Gross PnL,Commission,Net PnL,Exit Reason,Duration (min)
,1,2025-10-24 10:54:03,2025-10-24 11:02:53,142.1,133,150,-1365,12.76,-1377.76,Stop Requested,8
,2,2025-10-24 11:03:09,2025-10-24 11:06:27,133.9,118.9,150,-2250,11.4,-2261.4,Stop Loss,3
,3,2025-10-24 11:06:59,2025-10-24 11:07:37,122,127.2,75,390,6.1,383.9,Take Profit 1,0
,4,2025-10-24 11:06:59,2025-10-24 11:08:27,122,134.3,75,922.5,6.44,916.06,Take Profit 2,1
,5,2025-10-24 11:06:59,2025-10-24 11:09:53,122,133.75,75,881.25,6.41,874.84,Trailing Stop,2
,6,2025-10-24 11:10:18,2025-10-24 11:13:20,135.65,140.95,75,397.5,6.76,390.74,Take Profit 1,3
,7,2025-10-24 11:10:18,2025-10-24 11:13:49,135.65,135.25,75,-30,6.49,-36.49,Trailing Stop,3
,8,2025-10-24 11:14:08,2025-10-24 11:15:27,137.5,142.55,75,378.75,6.84,371.91,Take Profit 1,1
,9,2025-10-24 11:14:08,2025-10-24 11:16:56,137.5,136.65,75,-63.75,6.55,-70.3,Trailing Stop,2
,10,2025-10-24 11:18:44,2025-10-24 11:35:20,134.35,139.7,75,401.25,6.7,394.55,Take Profit 1,16
,11,2025-10-24 11:18:44,2025-10-24 11:35:32,134.35,135.15,75,60,6.48,53.52,Trailing Stop,16
,12,2025-10-24 11:36:13,2025-10-24 11:36:25,137.5,142.7,75,390,6.84,383.16,Take Profit 1,0
,13,2025-10-24 11:36:13,2025-10-24 11:37:41,137.5,142.15,75,348.75,6.82,341.93,Trailing Stop,1
,14,2025-10-24 11:38:26,2025-10-24 11:41:34,139.9,144.9,75,375,6.95,368.05,Take Profit 1,3
,15,2025-10-24 11:38:26,2025-10-24 11:42:34,139.9,151.95,75,903.75,7.29,896.46,Take Profit 2,4
,16,2025-10-24 11:42:44,2025-10-24 11:45:40,151.1,158.95,75,588.75,7.62,581.13,Take Profit 1,2
,17,2025-10-24 11:42:44,2025-10-24 11:48:27,151.1,155.5,75,330,7.46,322.54,Trailing Stop,5
,18,2025-10-24 11:50:56,2025-10-24 11:51:32,152.5,158.2,75,427.5,7.59,419.91,Take Profit 1,0
,19,2025-10-24 11:50:56,2025-10-24 11:51:58,152.5,155.3,75,210,7.45,202.55,Trailing Stop,1
,20,2025-10-24 11:55:08,2025-10-24 11:56:24,151.95,157,75,378.75,7.53,371.22,Take Profit 1,1
,21,2025-10-24 11:55:08,2025-10-24 11:57:20,151.95,151.65,75,-22.5,7.27,-29.77,Trailing Stop,2
,22,2025-10-24 11:59:01,2025-10-24 11:59:38,151.35,149.2,150,-322.5,14.31,-336.81,Stop Requested,0
