Unnamed: 0,FORWARD TEST RESULTS DASHBOARD,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,17,2025-10-30 09:51:23,2025-10-30 09:52:55,214.7,230.25,75,1166.25,11.04,1155.21,Take Profit 2,1
,18,2025-10-30 09:51:23,2025-10-30 09:53:39,214.7,234.9,75,1515,11.26,1503.74,Take Profit 3,2
,19,2025-10-30 09:51:23,2025-10-30 09:54:46,214.7,244.8,150,4515,23.48,4491.52,Take Profit 4,3
,20,2025-10-30 09:54:56,2025-10-30 09:55:34,246.85,252.25,150,810,24.19,785.81,Take Profit 1,0
,21,2025-10-30 09:54:56,2025-10-30 09:55:49,246.85,248.15,300,390,47.6,342.4,Trailing Stop,0
,22,2025-10-30 09:55:54,2025-10-30 09:58:27,251.65,236.35,450,-6885,68,-6953,Stop Loss,2
,23,2025-10-30 10:00:24,2025-10-30 10:05:00,244.15,226.65,450,-7875,65.21,-7940.21,Stop Loss,4
,24,2025-10-30 10:11:18,2025-10-30 10:11:24,211.3,216.3,150,750,20.75,729.25,Take Profit 1,0
,25,2025-10-30 10:11:18,2025-10-30 10:12:00,211.3,211.45,300,45,40.56,4.44,Trailing Stop,0
,26,2025-10-30 10:15:32,2025-10-30 10:16:10,195.45,200.95,150,825,19.27,805.73,Take Profit 1,0
,27,2025-10-30 10:15:32,2025-10-30 10:16:21,195.45,195.75,375,112.5,46.94,65.56,Trailing Stop,0
,28,2025-10-30 10:16:55,2025-10-30 10:18:23,198.85,206.8,150,1192.5,19.83,1172.67,Take Profit 1,1
,29,2025-10-30 10:16:55,2025-10-30 10:18:44,198.85,210.95,75,907.5,10.12,897.38,Take Profit 2,1
,30,2025-10-30 10:16:55,2025-10-30 10:19:41,198.85,219.7,75,1563.75,10.54,1553.21,Take Profit 3,2
,31,2025-10-30 10:16:55,2025-10-30 10:20:08,198.85,216.35,150,2625,20.75,2604.25,Trailing Stop,3
,32,2025-10-30 10:23:13,2025-10-30 10:29:46,199.9,205.3,150,810,19.69,790.31,Take Profit 1,6
,33,2025-10-30 10:23:13,2025-10-30 10:31:23,199.9,212.35,150,1867.5,20.37,1847.13,Take Profit 2,8
,34,2025-10-30 10:23:13,2025-10-30 10:31:44,199.9,206.9,225,1575,29.77,1545.23,Trailing Stop,8
,35,2025-10-30 10:33:06,2025-10-30 10:33:46,209.9,215.1,150,780,20.63,759.37,Take Profit 1,0
,36,2025-10-30 10:33:06,2025-10-30 10:35:10,209.9,214.7,375,1800,51.48,1748.52,Trailing Stop,2
,37,2025-10-30 10:38:23,2025-10-30 10:40:14,206.4,212.4,150,900,20.37,879.63,Take Profit 1,1
,38,2025-10-30 10:38:23,2025-10-30 10:42:00,206.4,209.5,375,1162.5,50.23,1112.27,Trailing Stop,3
,39,2025-10-30 10:42:42,2025-10-30 10:42:59,212.2,217.5,150,795,20.86,774.14,Take Profit 1,0
,40,2025-10-30 10:42:42,2025-10-30 10:44:25,212.2,217.25,375,1893.75,52.09,1841.66,Trailing Stop,1
,41,2025-10-30 10:45:02,2025-10-30 10:59:45,219.85,225,150,772.5,21.58,750.92,Take Profit 1,14
,42,2025-10-30 10:45:02,2025-10-30 11:00:00,219.85,218.4,375,-543.75,52.37,-596.12,Trailing Stop,14
,43,2025-10-30 11:00:52,2025-10-30 11:06:06,222.7,206.6,525,-8452.5,69.35,-8521.85,Stop Loss,5
,44,2025-10-30 11:09:36,2025-10-30 11:15:50,202.35,187.25,525,-7927.5,62.86,-7990.36,Stop Loss,6
,45,2025-10-30 11:17:19,2025-10-30 11:23:10,195,177.65,525,-9108.75,59.63,-9168.38,Stop Loss,5
,46,2025-10-30 11:26:16,2025-10-30 11:30:06,179.55,184.9,150,802.5,17.73,784.77,Take Profit 1,3
,47,2025-10-30 11:26:16,2025-10-30 11:30:54,179.55,192.15,150,1890,18.43,1871.57,Take Profit 2,4
,48,2025-10-30 11:26:16,2025-10-30 11:32:27,179.55,188.1,225,1923.75,27.06,1896.69,Trailing Stop,6
,49,2025-10-30 11:32:42,2025-10-30 11:36:03,191.95,198.9,150,1042.5,19.08,1023.42,Take Profit 1,3
,50,2025-10-30 11:32:42,2025-10-30 11:37:02,191.95,192.65,300,210,36.95,173.05,Trailing Stop,4
,51,2025-10-30 11:38:00,2025-10-30 11:44:13,195.6,201.4,150,870,19.32,850.68,Take Profit 1,6
,52,2025-10-30 11:38:00,2025-10-30 11:47:02,195.6,199.9,300,1290,38.34,1251.66,Trailing Stop,9
,53,2025-10-30 11:49:33,2025-10-30 11:52:38,203.4,208.65,150,787.5,20.01,767.49,Take Profit 1,3
,54,2025-10-30 11:49:33,2025-10-30 11:54:10,203.4,216,75,945,10.36,934.64,Take Profit 2,4
,55,2025-10-30 11:49:33,2025-10-30 11:56:02,203.4,223.55,75,1511.25,10.72,1500.53,Take Profit 3,6
,56,2025-10-30 11:49:33,2025-10-30 12:00:03,203.4,220.75,150,2602.5,21.17,2581.33,Trailing Stop,10
,57,2025-10-30 12:01:43,2025-10-30 12:19:50,223.7,230.8,150,1065,22.14,1042.86,Take Profit 1,18
,58,2025-10-30 12:01:43,2025-10-30 12:20:00,223.7,236.4,75,952.5,11.34,941.16,Take Profit 2,18
,59,2025-10-30 12:01:43,2025-10-30 12:20:34,223.7,231.3,225,1710,33.28,1676.72,Trailing Stop,18
,60,2025-10-30 12:21:00,2025-10-30 12:23:30,234.8,219.7,450,-6795,63.21,-6858.21,Stop Loss,2
,61,2025-10-30 12:29:36,2025-10-30 12:32:25,215.85,220.9,150,757.5,21.19,736.31,Take Profit 1,2
,62,2025-10-30 12:29:36,2025-10-30 12:35:11,215.85,222.05,300,1860,42.59,1817.41,Trailing Stop,5
,63,2025-10-30 12:39:05,2025-10-30 12:39:23,210.95,216,150,757.5,20.72,736.78,Take Profit 1,0
,64,2025-10-30 12:39:05,2025-10-30 12:41:36,210.95,211.5,300,165,40.57,124.43,Trailing Stop,2
,65,2025-10-30 12:43:49,2025-10-30 12:59:08,215.4,220.45,150,757.5,21.14,736.36,Take Profit 1,15
,66,2025-10-30 12:43:49,2025-10-30 13:03:11,215.4,219.7,300,1290,42.14,1247.86,Trailing Stop,19
,67,2025-10-30 13:07:20,2025-10-30 13:08:34,211.85,216.9,150,757.5,20.8,736.7,Take Profit 1,1
,68,2025-10-30 13:07:20,2025-10-30 13:09:58,211.85,214,375,806.25,51.31,754.94,Trailing Stop,2
,69,2025-10-30 13:15:48,2025-10-30 13:23:18,204.4,209.5,150,765,20.09,744.91,Take Profit 1,7
,70,2025-10-30 13:15:48,2025-10-30 13:24:19,204.4,216.6,150,1830,20.77,1809.23,Take Profit 2,8
,71,2025-10-30 13:15:48,2025-10-30 13:26:08,204.4,217.3,225,2902.5,31.26,2871.24,Trailing Stop,10
,72,2025-10-30 13:26:54,2025-10-30 13:27:55,220,225.95,150,892.5,21.67,870.83,Take Profit 1,1
,73,2025-10-30 13:26:54,2025-10-30 13:31:33,220,232.9,150,1935,22.34,1912.66,Take Profit 2,4
,74,2025-10-30 13:26:54,2025-10-30 13:32:10,220,240.9,75,1567.5,11.55,1555.95,Take Profit 3,5
,75,2025-10-30 13:26:54,2025-10-30 13:33:22,220,243.45,150,3517.5,23.35,3494.15,Trailing Stop,6
,76,2025-10-30 13:34:25,2025-10-30 13:51:36,245.65,230.5,450,-6817.5,66.32,-6883.82,Stop Loss,17
,77,2025-10-30 14:00:34,2025-10-30 14:02:51,218,223,150,750,21.39,728.61,Take Profit 1,2
,78,2025-10-30 14:00:34,2025-10-30 14:03:21,218,230,150,1800,22.06,1777.94,Take Profit 2,2
,79,2025-10-30 14:00:34,2025-10-30 14:03:49,218,225.8,225,1755,32.48,1722.52,Trailing Stop,3
,80,2025-10-30 14:07:50,2025-10-30 14:12:35,229,234,150,750,22.44,727.56,Take Profit 1,4
,81,2025-10-30 14:07:50,2025-10-30 14:13:26,229,229.7,375,262.5,55.08,207.42,Trailing Stop,5
,82,2025-10-30 14:19:05,2025-10-30 14:21:11,227.55,212.4,525,-7953.75,71.3,-8025.05,Stop Loss,2
,83,2025-10-30 14:29:22,2025-10-30 14:33:00,215.15,220.4,150,787.5,21.14,766.36,Take Profit 1,3
,84,2025-10-30 14:29:22,2025-10-30 14:34:13,215.15,227.2,150,1807.5,21.79,1785.71,Take Profit 2,4
,85,2025-10-30 14:29:22,2025-10-30 14:34:49,215.15,223.8,225,1946.25,32.2,1914.05,Trailing Stop,5
,86,2025-10-30 14:42:01,2025-10-30 14:50:50,219.5,225.15,150,847.5,21.59,825.91,Take Profit 1,8
,87,2025-10-30 14:42:01,2025-10-30 14:51:37,219.5,231.85,150,1852.5,22.24,1830.26,Take Profit 2,9
,88,2025-10-30 14:42:01,2025-10-30 14:53:34,219.5,226.45,225,1563.75,32.58,1531.17,Trailing Stop,11
,89,2025-10-30 14:53:55,2025-10-30 14:54:53,229.3,236,150,1005,22.63,982.37,Take Profit 1,0
,90,2025-10-30 14:53:55,2025-10-30 14:55:01,229.3,241.3,150,1800,23.14,1776.86,Take Profit 2,1
,91,2025-10-30 14:53:55,2025-10-30 14:55:48,229.3,240.65,225,2553.75,34.62,2519.13,Trailing Stop,1
,92,2025-10-30 14:59:57,2025-10-30 15:00:35,239.5,224,525,-8137.5,75.19,-8212.69,Stop Loss,0
,93,2025-10-30 15:02:55,2025-10-30 15:10:00,236.3,236.25,450,-22.5,67.98,-90.48,Session End,7
