Unnamed: 0,FORWARD TEST RESULTS DASHBOARD,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
,17,2025-10-30 11:02:17,2025-10-30 11:05:29,162.55,167.9,150,802.5,16.1,786.4,Take Profit 1,3
,18,2025-10-30 11:02:17,2025-10-30 11:10:58,162.55,174.8,75,918.75,8.38,910.37,Take Profit 2,8
,19,2025-10-30 11:02:17,2025-10-30 11:15:14,162.55,182.55,75,1500,8.75,1491.25,Take Profit 3,12
,20,2025-10-30 11:02:17,2025-10-30 11:17:04,162.55,180.3,75,1331.25,8.65,1322.6,Trailing Stop,14
,21,2025-10-30 11:17:47,2025-10-30 11:22:03,182.75,187.95,150,780,18.03,761.97,Take Profit 1,4
,22,2025-10-30 11:17:47,2025-10-30 11:23:24,182.75,194.75,75,900,9.34,890.66,Take Profit 2,5
,23,2025-10-30 11:17:47,2025-10-30 11:25:44,182.75,192,150,1387.5,18.41,1369.09,Trailing Stop,7
,24,2025-10-30 11:31:16,2025-10-30 11:52:38,178.5,163.35,375,-5681.25,39.17,-5720.42,Stop Loss,21
,25,2025-10-30 11:57:02,2025-10-30 12:27:00,154.9,160.05,150,772.5,15.35,757.15,Take Profit 1,29
,26,2025-10-30 11:57:02,2025-10-30 12:29:36,154.9,155.05,300,45,29.74,15.26,Trailing Stop,32
,27,2025-10-30 12:33:49,2025-10-30 12:37:23,149.5,154.5,150,750,14.82,735.18,Take Profit 1,3
,28,2025-10-30 12:33:49,2025-10-30 12:39:20,149.5,155.3,300,1740,29.79,1710.21,Trailing Stop,5
,29,2025-10-30 12:40:08,2025-10-30 12:47:12,157.3,162.6,150,795,15.59,779.41,Take Profit 1,7
,30,2025-10-30 12:40:08,2025-10-30 12:47:51,157.3,157.5,300,60,30.21,29.79,Trailing Stop,7
,31,2025-10-30 12:48:53,2025-10-30 13:14:59,159.55,164.75,150,780,15.8,764.2,Take Profit 1,26
,32,2025-10-30 12:48:53,2025-10-30 13:16:45,159.55,160.05,300,150,30.7,119.3,Trailing Stop,27
,33,2025-10-30 13:17:40,2025-10-30 13:24:19,164.9,149.4,450,-6975,42.99,-7017.99,Stop Loss,6
,34,2025-10-30 13:27:21,2025-10-30 13:32:10,150.45,135.45,450,-6750,38.97,-6788.97,Stop Loss,4
,35,2025-10-30 13:36:24,2025-10-30 13:37:19,130.6,135.7,150,765,13.01,751.99,Take Profit 1,0
,36,2025-10-30 13:36:24,2025-10-30 13:47:29,130.6,133.5,300,870,25.61,844.39,Trailing Stop,11
,37,2025-10-30 13:47:58,2025-10-30 13:58:17,135.7,140.95,150,787.5,13.52,773.98,Take Profit 1,10
,38,2025-10-30 13:47:58,2025-10-30 14:01:26,135.7,147.85,75,911.25,7.09,904.16,Take Profit 2,13
,39,2025-10-30 13:47:58,2025-10-30 14:02:51,135.7,142.6,225,1552.5,20.52,1531.98,Trailing Stop,14
,40,2025-10-30 14:05:58,2025-10-30 14:20:56,141.7,146.95,150,787.5,14.09,773.41,Take Profit 1,14
,41,2025-10-30 14:05:58,2025-10-30 14:22:17,141.7,153.7,75,900,7.37,892.63,Take Profit 2,16
,42,2025-10-30 14:05:58,2025-10-30 14:22:52,141.7,150.35,225,1946.25,21.63,1924.62,Trailing Stop,16
,43,2025-10-30 14:26:21,2025-10-30 14:51:34,151.65,136.5,450,-6817.5,39.28,-6856.78,Stop Loss,25
,44,2025-10-30 14:55:48,2025-10-30 14:59:01,132.25,137.35,150,765,13.17,751.83,Take Profit 1,3
,45,2025-10-30 14:55:48,2025-10-30 15:02:03,132.25,137.3,300,1515,26.34,1488.66,Trailing Stop,6
,46,2025-10-30 15:05:28,2025-10-30 15:10:00,134.2,134.65,450,202.5,38.74,163.76,Session End,4
