trade_num,entry_time,exit_time,exit_reason,applied_sl_pts,actual_pnl,simulated_pnl,savings,regression_active
51,2025-10-01 14:17:05,2025-10-01 14:18:24,Take Profit 1,10.0,372.74,372.74,0.0,True
52,2025-10-01 14:17:05,2025-10-01 14:20:12,Take Profit 2,15.0,976.1,976.1,0.0,False
53,2025-10-01 14:17:05,2025-10-01 14:21:15,Take Profit 3,15.0,1500.77,1500.77,0.0,False
54,2025-10-01 14:17:05,2025-10-01 14:22:16,Trailing Stop,15.0,1388.34,1388.34,0.0,False
55,2025-10-01 14:25:06,2025-10-01 14:33:21,Take Profit 1,10.0,431.54,431.54,0.0,True
56,2025-10-01 14:25:06,2025-10-01 14:35:31,Take Profit 2,15.0,956.2,956.2,0.0,False
57,2025-10-01 14:25:06,2025-10-01 14:35:57,Trailing Stop,15.0,1350.26,1350.26,0.0,False
58,2025-10-01 14:45:59,2025-10-01 14:57:07,Stop Loss,15.0,-4723.19,-4723.19,0.0,False
59,2025-10-20 11:53:50,2025-10-20 12:00:46,Take Profit 1,15.0,2626.46,2626.46,0.0,False
60,2025-10-20 11:53:50,2025-10-20 12:00:46,Take Profit 1,15.0,2626.46,2626.46,0.0,False
61,2025-10-20 11:53:50,2025-10-20 12:01:35,Trailing Stop,15.0,3962.85,3962.85,0.0,False
62,2025-10-20 11:53:50,2025-10-20 12:01:35,Trailing Stop,10.0,3962.85,3962.85,0.0,True
63,2025-10-20 12:02:19,2025-10-20 12:15:24,Take Profit 1,5.0,2886.21,2886.21,0.0,True
64,2025-10-20 12:02:19,2025-10-20 12:15:24,Take Profit 1,15.0,2886.21,2886.21,0.0,False
65,2025-10-20 12:02:19,2025-10-20 12:16:23,Trailing Stop,15.0,3463.65,3463.65,0.0,False
66,2025-10-20 12:02:19,2025-10-20 12:16:23,Trailing Stop,10.0,3463.65,3463.65,0.0,True
67,2025-10-20 12:17:54,2025-10-20 12:18:12,Take Profit 1,5.0,2999.87,2999.87,0.0,True
68,2025-10-20 12:17:54,2025-10-20 12:18:12,Take Profit 1,15.0,2999.87,2999.87,0.0,False
69,2025-10-20 12:17:54,2025-10-20 12:18:52,Trailing Stop,15.0,272.5,272.5,0.0,False
70,2025-10-20 12:17:54,2025-10-20 12:18:52,Trailing Stop,10.0,272.5,272.5,0.0,True
71,2025-10-20 12:20:22,2025-10-20 12:28:49,Take Profit 1,5.0,3029.5,3029.5,0.0,True
72,2025-10-20 12:20:22,2025-10-20 12:28:49,Take Profit 1,15.0,3029.5,3029.5,0.0,False
73,2025-10-20 12:20:22,2025-10-20 12:29:38,Trailing Stop,15.0,-312.64,-312.64,0.0,False
74,2025-10-20 12:20:22,2025-10-20 12:29:38,Trailing Stop,10.0,-312.64,-208.42666666666665,104.21333333333334,True
75,2025-10-20 11:54:13,2025-10-20 12:34:32,Stop Loss,5.0,-56277.57,-18759.19,37518.380000000005,True
76,2025-10-20 11:54:13,2025-10-20 12:34:32,Stop Loss,5.0,-56277.57,-18759.19,37518.380000000005,True
77,2025-10-20 12:30:16,2025-10-20 12:40:38,Take Profit 1,5.0,3298.16,3298.16,0.0,True
78,2025-10-20 12:30:16,2025-10-20 12:40:38,Take Profit 1,15.0,3298.16,3298.16,0.0,False
79,2025-10-20 12:30:16,2025-10-20 12:41:58,Take Profit 2,15.0,6296.17,6296.17,0.0,False
80,2025-10-20 12:30:16,2025-10-20 12:41:58,Take Profit 2,15.0,6296.17,6296.17,0.0,False
81,2025-10-20 12:30:16,2025-10-20 12:42:29,Take Profit 3,15.0,6086.24,6086.24,0.0,False
82,2025-10-20 12:30:16,2025-10-20 12:42:29,Take Profit 3,15.0,6086.24,6086.24,0.0,False
83,2025-10-20 12:30:16,2025-10-20 12:43:02,Trailing Stop,15.0,2001.29,2001.29,0.0,False
84,2025-10-20 12:30:16,2025-10-20 12:43:02,Trailing Stop,10.0,2001.29,2001.29,0.0,True
85,2025-10-20 12:44:12,2025-10-20 12:50:13,Take Profit 1,5.0,2986.27,2986.27,0.0,True
86,2025-10-20 12:44:12,2025-10-20 12:50:13,Take Profit 1,15.0,2986.27,2986.27,0.0,False
87,2025-10-20 12:44:12,2025-10-20 12:50:29,Take Profit 2,15.0,4700.16,4700.16,0.0,False
88,2025-10-20 12:44:12,2025-10-20 12:50:29,Take Profit 2,15.0,4700.16,4700.16,0.0,False
89,2025-10-20 12:44:12,2025-10-20 12:50:42,Trailing Stop,15.0,4429.1,4429.1,0.0,False
90,2025-10-20 12:44:12,2025-10-20 12:50:42,Trailing Stop,10.0,4429.1,4429.1,0.0,True
91,2025-10-20 12:50:43,2025-10-20 12:57:01,Take Profit 1,5.0,3114.13,3114.13,0.0,True
92,2025-10-20 12:50:43,2025-10-20 12:57:01,Take Profit 1,15.0,3114.13,3114.13,0.0,False
93,2025-10-20 12:50:43,2025-10-20 12:57:24,Trailing Stop,15.0,4933.77,4933.77,0.0,False
94,2025-10-20 12:50:43,2025-10-20 12:57:24,Trailing Stop,10.0,4933.77,4933.77,0.0,True
95,2025-10-20 12:57:48,2025-10-20 13:01:25,Take Profit 1,5.0,2639.45,2639.45,0.0,True
96,2025-10-20 12:57:48,2025-10-20 13:01:25,Take Profit 1,15.0,2639.45,2639.45,0.0,False
97,2025-10-20 12:57:48,2025-10-20 13:02:07,Trailing Stop,15.0,3265.58,3265.58,0.0,False
98,2025-10-20 12:57:48,2025-10-20 13:02:07,Trailing Stop,10.0,3265.58,3265.58,0.0,True
99,2025-10-20 13:02:12,2025-10-20 13:02:57,Take Profit 1,5.0,3135.73,3135.73,0.0,True
100,2025-10-20 13:02:12,2025-10-20 13:02:57,Take Profit 1,15.0,3135.73,3135.73,0.0,False
101,2025-10-20 13:02:12,2025-10-20 13:03:36,Trailing Stop,15.0,3278.64,3278.64,0.0,False
102,2025-10-20 13:02:12,2025-10-20 13:03:36,Trailing Stop,10.0,3278.64,3278.64,0.0,True
103,2025-10-20 13:03:55,2025-10-20 13:06:03,Take Profit 1,5.0,2607.76,2607.76,0.0,True
104,2025-10-20 13:03:55,2025-10-20 13:06:03,Take Profit 1,15.0,2607.76,2607.76,0.0,False
105,2025-10-20 13:03:55,2025-10-20 13:06:41,Trailing Stop,15.0,3026.1,3026.1,0.0,False
106,2025-10-20 13:03:55,2025-10-20 13:06:41,Trailing Stop,10.0,3026.1,3026.1,0.0,True
107,2025-10-20 13:07:23,2025-10-20 13:15:43,Stop Loss,5.0,-23990.12,-7996.706666666666,15993.413333333334,True
108,2025-10-20 13:07:23,2025-10-20 13:15:43,Stop Loss,5.0,-23990.12,-7996.706666666666,15993.413333333334,True
109,2025-10-20 13:16:25,2025-10-20 13:18:08,Stop Loss,5.0,-19205.06,-6401.6866666666665,12803.373333333335,True
110,2025-10-20 13:16:25,2025-10-20 13:18:08,Stop Loss,5.0,-19205.06,-6401.6866666666665,12803.373333333335,True
111,2025-10-20 13:19:32,2025-10-20 13:19:57,Take Profit 1,5.0,2535.23,2535.23,0.0,True
112,2025-10-20 13:19:32,2025-10-20 13:19:57,Take Profit 1,15.0,2535.23,2535.23,0.0,False
113,2025-10-20 13:19:32,2025-10-20 13:20:15,Trailing Stop,15.0,855.36,855.36,0.0,False
114,2025-10-20 13:19:32,2025-10-20 13:20:15,Trailing Stop,10.0,855.36,855.36,0.0,True
115,2025-10-20 13:20:38,2025-10-20 13:29:02,Take Profit 1,5.0,3140.86,3140.86,0.0,True
116,2025-10-20 13:20:38,2025-10-20 13:29:02,Take Profit 1,15.0,3140.86,3140.86,0.0,False
117,2025-10-20 13:20:38,2025-10-20 13:29:28,Trailing Stop,15.0,2419.14,2419.14,0.0,False
118,2025-10-20 13:20:38,2025-10-20 13:29:28,Trailing Stop,10.0,2419.14,2419.14,0.0,True
119,2025-10-20 13:29:50,2025-10-20 13:30:20,Take Profit 1,5.0,2599.66,2599.66,0.0,True
120,2025-10-20 13:29:50,2025-10-20 13:30:20,Take Profit 1,15.0,2599.66,2599.66,0.0,False
121,2025-10-20 13:29:50,2025-10-20 13:31:00,Trailing Stop,15.0,520.0,520.0,0.0,False
122,2025-10-20 13:29:50,2025-10-20 13:31:00,Trailing Stop,10.0,520.0,520.0,0.0,True
123,2025-10-20 13:32:15,2025-10-20 13:35:04,Stop Loss,5.0,-22689.06,-7563.02,15126.04,True
124,2025-10-20 13:32:15,2025-10-20 13:35:04,Stop Loss,5.0,-22689.06,-7563.02,15126.04,True
125,2025-10-20 13:36:07,2025-10-20 13:43:33,Stop Loss,5.0,-18121.42,-6040.473333333332,12080.946666666667,True
126,2025-10-20 13:36:07,2025-10-20 13:43:33,Stop Loss,5.0,-18121.42,-6040.473333333332,12080.946666666667,True
127,2025-10-20 13:44:06,2025-10-20 13:45:55,Take Profit 1,5.0,2336.58,2336.58,0.0,True
128,2025-10-20 13:44:06,2025-10-20 13:45:55,Take Profit 1,15.0,2336.58,2336.58,0.0,False
129,2025-10-20 13:44:06,2025-10-20 13:46:48,Trailing Stop,15.0,1383.4,1383.4,0.0,False
130,2025-10-20 13:44:06,2025-10-20 13:46:48,Trailing Stop,10.0,1383.4,1383.4,0.0,True
131,2025-10-20 13:47:39,2025-10-20 13:48:59,Stop Loss,5.0,-18714.94,-6238.313333333333,12476.626666666667,True
132,2025-10-20 13:47:39,2025-10-20 13:48:59,Stop Loss,5.0,-18714.94,-6238.313333333333,12476.626666666667,True
133,2025-10-20 13:51:50,2025-10-20 13:52:41,Take Profit 1,5.0,2229.18,2229.18,0.0,True
134,2025-10-20 13:51:50,2025-10-20 13:52:41,Take Profit 1,15.0,2229.18,2229.18,0.0,False
135,2025-10-20 13:51:50,2025-10-20 13:54:29,Trailing Stop,15.0,3880.72,3880.72,0.0,False
136,2025-10-20 13:51:50,2025-10-20 13:54:29,Trailing Stop,10.0,3880.72,3880.72,0.0,True
137,2025-10-20 13:55:04,2025-10-20 14:07:15,Stop Loss,5.0,-20317.95,-6772.65,13545.300000000001,True
138,2025-10-20 13:55:04,2025-10-20 14:07:15,Stop Loss,5.0,-20317.95,-6772.65,13545.300000000001,True
139,2025-10-20 14:08:40,2025-10-20 14:13:41,Take Profit 1,5.0,3153.11,3153.11,0.0,True
140,2025-10-20 14:08:40,2025-10-20 14:13:41,Take Profit 1,15.0,3153.11,3153.11,0.0,False
141,2025-10-20 14:08:40,2025-10-20 14:14:57,Take Profit 2,15.0,3990.86,3990.86,0.0,False
142,2025-10-20 14:08:40,2025-10-20 14:14:57,Take Profit 2,15.0,3990.86,3990.86,0.0,False
143,2025-10-20 14:08:40,2025-10-20 14:15:11,Take Profit 3,15.0,4769.51,4769.51,0.0,False
144,2025-10-20 14:08:40,2025-10-20 14:15:11,Take Profit 3,15.0,4769.51,4769.51,0.0,False
145,2025-10-20 14:08:40,2025-10-20 14:16:06,Take Profit 4,15.0,6894.4,6894.4,0.0,False
146,2025-10-20 14:08:40,2025-10-20 14:16:06,Take Profit 4,15.0,6894.4,6894.4,0.0,False
147,2025-10-20 14:16:08,2025-10-20 14:16:51,Stop Loss,15.0,-15597.82,-15597.82,0.0,False
148,2025-10-20 14:16:08,2025-10-20 14:16:51,Stop Loss,10.0,-15597.82,-10398.546666666665,5199.273333333334,True
149,2025-10-20 14:18:06,2025-10-20 14:20:56,Stop Loss,5.0,-16968.37,-5656.123333333333,11312.246666666666,True
150,2025-10-20 14:18:06,2025-10-20 14:20:56,Stop Loss,5.0,-16968.37,-5656.123333333333,11312.246666666666,True
151,2025-10-20 14:21:33,2025-10-20 14:28:20,Stop Loss,5.0,-19704.78,-6568.259999999999,13136.52,True
152,2025-10-20 14:21:33,2025-10-20 14:28:20,Stop Loss,5.0,-19704.78,-6568.259999999999,13136.52,True
153,2025-10-20 12:37:36,2025-10-20 14:28:35,Take Profit 1,5.0,7180.76,7180.76,0.0,True
154,2025-10-20 12:37:36,2025-10-20 14:28:35,Take Profit 1,15.0,7180.76,7180.76,0.0,False
155,2025-10-20 12:37:36,2025-10-20 14:29:36,Trailing Stop,15.0,1504.91,1504.91,0.0,False
156,2025-10-20 12:37:36,2025-10-20 14:29:36,Trailing Stop,10.0,1504.91,1504.91,0.0,True
157,2025-10-20 14:32:12,2025-10-20 14:32:32,Take Profit 1,5.0,3112.5,3112.5,0.0,True
158,2025-10-20 14:32:12,2025-10-20 14:32:32,Take Profit 1,15.0,3112.5,3112.5,0.0,False
159,2025-10-20 14:32:12,2025-10-20 14:33:25,Trailing Stop,15.0,4355.17,4355.17,0.0,False
160,2025-10-20 14:32:12,2025-10-20 14:33:25,Trailing Stop,10.0,4355.17,4355.17,0.0,True
161,2025-10-20 14:33:45,2025-10-20 14:38:04,Take Profit 1,5.0,2373.26,2373.26,0.0,True
162,2025-10-20 14:33:45,2025-10-20 14:38:04,Take Profit 1,15.0,2373.26,2373.26,0.0,False
163,2025-10-20 14:33:45,2025-10-20 14:38:14,Trailing Stop,15.0,-1502.78,-1502.78,0.0,False
164,2025-10-20 14:33:45,2025-10-20 14:38:14,Trailing Stop,10.0,-1502.78,-1001.8533333333332,500.92666666666673,True
165,2025-10-20 14:39:55,2025-10-20 14:48:54,Take Profit 1,5.0,3961.09,3961.09,0.0,True
166,2025-10-20 14:39:55,2025-10-20 14:48:54,Take Profit 1,15.0,3961.09,3961.09,0.0,False
167,2025-10-20 14:39:55,2025-10-20 14:50:13,Trailing Stop,15.0,3579.51,3579.51,0.0,False
168,2025-10-20 14:39:55,2025-10-20 14:50:13,Trailing Stop,10.0,3579.51,3579.51,0.0,True
169,2025-10-20 14:51:07,2025-10-20 14:56:40,Take Profit 1,5.0,4479.95,4479.95,0.0,True
170,2025-10-20 14:51:07,2025-10-20 14:56:40,Take Profit 1,15.0,4479.95,4479.95,0.0,False
171,2025-10-20 14:51:07,2025-10-20 14:57:00,Trailing Stop,15.0,3992.93,3992.93,0.0,False
172,2025-10-20 14:51:07,2025-10-20 14:57:00,Trailing Stop,10.0,3992.93,3992.93,0.0,True
173,2025-10-20 14:57:47,2025-10-20 15:00:07,Stop Loss,5.0,-30245.7,-10081.9,20163.800000000003,True
174,2025-10-20 14:57:47,2025-10-20 15:00:07,Stop Loss,5.0,-30245.7,-10081.9,20163.800000000003,True
175,2025-10-20 15:00:37,2025-10-20 15:01:34,Take Profit 1,5.0,2308.75,2308.75,0.0,True
176,2025-10-20 15:00:37,2025-10-20 15:01:34,Take Profit 1,15.0,2308.75,2308.75,0.0,False
177,2025-10-20 15:00:37,2025-10-20 15:02:43,Trailing Stop,15.0,4974.74,4974.74,0.0,False
178,2025-10-20 15:00:37,2025-10-20 15:02:43,Trailing Stop,10.0,4974.74,4974.74,0.0,True
179,2025-10-20 15:04:18,2025-10-20 15:06:55,Take Profit 1,5.0,3287.69,3287.69,0.0,True
180,2025-10-20 15:04:18,2025-10-20 15:06:55,Take Profit 1,15.0,3287.69,3287.69,0.0,False
181,2025-10-20 15:04:18,2025-10-20 15:09:29,Take Profit 2,15.0,5411.38,5411.38,0.0,False
182,2025-10-20 15:04:18,2025-10-20 15:09:29,Take Profit 2,15.0,5411.38,5411.38,0.0,False
183,2025-10-20 15:04:18,2025-10-20 15:10:00,Session End,15.0,7322.66,7322.66,0.0,False
184,2025-10-20 15:04:18,2025-10-20 15:10:00,Session End,15.0,7322.66,7322.66,0.0,False
185,2025-10-20 14:30:06,2025-10-20 15:10:00,Session End,15.0,-51641.48,-51641.48,0.0,False
186,2025-10-20 14:30:06,2025-10-20 15:10:00,Session End,15.0,-51641.48,-51641.48,0.0,False
187,2025-10-24 10:30:28,2025-10-24 10:33:45,Take Profit 1,15.0,371.53,371.53,0.0,False
188,2025-10-24 10:30:28,2025-10-24 10:33:45,Take Profit 1,15.0,371.53,371.53,0.0,False
189,2025-10-24 10:30:28,2025-10-24 10:39:04,Trailing Stop,15.0,97.95,97.95,0.0,False
190,2025-10-24 10:30:28,2025-10-24 10:39:04,Trailing Stop,10.0,97.95,97.95,0.0,True
191,2025-10-24 10:41:09,2025-10-24 10:49:47,Take Profit 1,5.0,375.58,375.58,0.0,True
192,2025-10-24 10:41:09,2025-10-24 10:51:32,Stop Requested,15.0,206.94,206.94,0.0,False
193,2025-10-24 10:54:03,2025-10-24 11:02:53,Stop Requested,10.0,-1377.76,-918.5066666666667,459.25333333333333,True
194,2025-10-24 10:54:03,2025-10-24 11:02:53,Stop Requested,5.0,-1377.76,-459.25333333333333,918.5066666666667,True
195,2025-10-24 11:03:09,2025-10-24 11:06:27,Stop Loss,5.0,-2261.4,-753.8,1507.6000000000001,True
196,2025-10-24 11:03:09,2025-10-24 11:06:27,Stop Loss,5.0,-2261.4,-753.8,1507.6000000000001,True
197,2025-10-24 11:06:59,2025-10-24 11:07:37,Take Profit 1,5.0,383.9,383.9,0.0,True
198,2025-10-24 11:06:59,2025-10-24 11:07:37,Take Profit 1,15.0,383.9,383.9,0.0,False
199,2025-10-24 11:06:59,2025-10-24 11:08:27,Take Profit 2,15.0,916.06,916.06,0.0,False
200,2025-10-24 11:06:59,2025-10-24 11:08:27,Take Profit 2,15.0,916.06,916.06,0.0,False
201,2025-10-24 11:06:59,2025-10-24 11:09:53,Trailing Stop,15.0,874.84,874.84,0.0,False
202,2025-10-24 11:06:59,2025-10-24 11:09:53,Trailing Stop,10.0,874.84,874.84,0.0,True
203,2025-10-24 11:10:18,2025-10-24 11:13:20,Take Profit 1,5.0,390.74,390.74,0.0,True
204,2025-10-24 11:10:18,2025-10-24 11:13:20,Take Profit 1,15.0,390.74,390.74,0.0,False
205,2025-10-24 11:10:18,2025-10-24 11:13:49,Trailing Stop,15.0,-36.49,-36.49,0.0,False
206,2025-10-24 11:10:18,2025-10-24 11:13:49,Trailing Stop,10.0,-36.49,-24.326666666666668,12.163333333333334,True
207,2025-10-24 11:14:08,2025-10-24 11:15:27,Take Profit 1,5.0,371.91,371.91,0.0,True
208,2025-10-24 11:14:08,2025-10-24 11:15:27,Take Profit 1,15.0,371.91,371.91,0.0,False
209,2025-10-24 11:14:08,2025-10-24 11:16:56,Trailing Stop,15.0,-70.3,-70.3,0.0,False
210,2025-10-24 11:14:08,2025-10-24 11:16:56,Trailing Stop,10.0,-70.3,-46.86666666666666,23.433333333333337,True
211,2025-10-24 11:24:34,2025-10-24 11:27:40,Take Profit 1,5.0,372.13,372.13,0.0,True
212,2025-10-24 11:24:34,2025-10-24 11:27:40,Take Profit 1,15.0,372.13,372.13,0.0,False
213,2025-10-24 11:24:34,2025-10-24 11:28:43,Trailing Stop,15.0,-72.71,-72.71,0.0,False
214,2025-10-24 11:24:34,2025-10-24 11:28:43,Trailing Stop,10.0,-72.71,-48.47333333333333,24.236666666666665,True
215,2025-10-24 11:30:02,2025-10-24 11:34:43,Take Profit 1,5.0,376.06,376.06,0.0,True
216,2025-10-24 11:30:02,2025-10-24 11:34:43,Take Profit 1,15.0,376.06,376.06,0.0,False
217,2025-10-24 11:21:37,2025-10-24 11:35:19,Take Profit 1,15.0,372.09,372.09,0.0,False
218,2025-10-24 11:18:44,2025-10-24 11:35:20,Take Profit 1,15.0,394.55,394.55,0.0,False
219,2025-10-24 11:18:44,2025-10-24 11:35:20,Take Profit 1,15.0,394.55,394.55,0.0,False
220,2025-10-24 11:18:44,2025-10-24 11:35:32,Trailing Stop,15.0,53.52,53.52,0.0,False
221,2025-10-24 11:30:02,2025-10-24 11:35:32,Trailing Stop,10.0,887.04,887.04,0.0,True
222,2025-10-24 11:30:02,2025-10-24 11:35:32,Trailing Stop,5.0,887.04,887.04,0.0,True
223,2025-10-24 11:21:37,2025-10-24 11:35:32,Trailing Stop,5.0,98.52,98.52,0.0,True
224,2025-10-24 11:18:44,2025-10-24 11:35:32,Trailing Stop,5.0,53.52,53.52,0.0,True
225,2025-10-24 11:36:13,2025-10-24 11:36:25,Take Profit 1,5.0,383.16,383.16,0.0,True
226,2025-10-24 11:36:13,2025-10-24 11:36:25,Take Profit 1,15.0,383.16,383.16,0.0,False
227,2025-10-24 11:36:13,2025-10-24 11:36:25,Take Profit 1,15.0,383.16,383.16,0.0,False
228,2025-10-24 11:36:13,2025-10-24 11:36:25,Take Profit 1,15.0,383.16,383.16,0.0,False
229,2025-10-24 11:36:13,2025-10-24 11:36:25,Take Profit 1,15.0,383.16,383.16,0.0,False
230,2025-10-24 11:36:13,2025-10-24 11:37:41,Trailing Stop,15.0,341.93,341.93,0.0,False
231,2025-10-24 11:36:13,2025-10-24 11:37:41,Trailing Stop,10.0,341.93,341.93,0.0,True
232,2025-10-24 11:36:13,2025-10-24 11:37:41,Trailing Stop,5.0,341.93,341.93,0.0,True
233,2025-10-24 11:36:13,2025-10-24 11:37:41,Trailing Stop,5.0,341.93,341.93,0.0,True
234,2025-10-24 11:36:13,2025-10-24 11:37:41,Trailing Stop,5.0,341.93,341.93,0.0,True
235,2025-10-24 11:38:26,2025-10-24 11:41:34,Take Profit 1,5.0,368.05,368.05,0.0,True
236,2025-10-24 11:38:26,2025-10-24 11:41:34,Take Profit 1,15.0,368.05,368.05,0.0,False
237,2025-10-24 11:38:26,2025-10-24 11:41:34,Take Profit 1,15.0,368.05,368.05,0.0,False
238,2025-10-24 11:38:26,2025-10-24 11:41:34,Take Profit 1,15.0,368.05,368.05,0.0,False
239,2025-10-24 11:38:26,2025-10-24 11:41:34,Take Profit 1,15.0,368.05,368.05,0.0,False
240,2025-10-24 11:38:26,2025-10-24 11:42:34,Take Profit 2,15.0,896.46,896.46,0.0,False
241,2025-10-24 11:38:26,2025-10-24 11:42:34,Take Profit 2,15.0,896.46,896.46,0.0,False
242,2025-10-24 11:38:26,2025-10-24 11:42:34,Take Profit 2,15.0,896.46,896.46,0.0,False
243,2025-10-24 11:38:26,2025-10-24 11:42:34,Take Profit 2,15.0,896.46,896.46,0.0,False
244,2025-10-24 11:38:26,2025-10-24 11:42:34,Take Profit 2,15.0,896.46,896.46,0.0,False
245,2025-10-24 11:42:44,2025-10-24 11:45:40,Take Profit 1,15.0,581.13,581.13,0.0,False
246,2025-10-24 11:42:44,2025-10-24 11:45:40,Take Profit 1,15.0,581.13,581.13,0.0,False
247,2025-10-24 11:42:44,2025-10-24 11:45:40,Take Profit 1,15.0,581.13,581.13,0.0,False
248,2025-10-24 11:42:44,2025-10-24 11:45:40,Take Profit 1,15.0,581.13,581.13,0.0,False
249,2025-10-24 11:42:44,2025-10-24 11:45:40,Take Profit 1,15.0,581.13,581.13,0.0,False
250,2025-10-24 11:42:44,2025-10-24 11:48:27,Trailing Stop,15.0,322.54,322.54,0.0,False
251,2025-10-24 11:42:44,2025-10-24 11:48:27,Trailing Stop,10.0,322.54,322.54,0.0,True
252,2025-10-24 11:42:44,2025-10-24 11:48:27,Trailing Stop,5.0,322.54,322.54,0.0,True
253,2025-10-24 11:42:44,2025-10-24 11:48:27,Trailing Stop,5.0,322.54,322.54,0.0,True
254,2025-10-24 11:42:44,2025-10-24 11:48:27,Trailing Stop,5.0,322.54,322.54,0.0,True
255,2025-10-24 11:50:56,2025-10-24 11:51:32,Take Profit 1,5.0,419.91,419.91,0.0,True
256,2025-10-24 11:50:56,2025-10-24 11:51:32,Take Profit 1,15.0,419.91,419.91,0.0,False
257,2025-10-24 11:50:56,2025-10-24 11:51:32,Take Profit 1,15.0,419.91,419.91,0.0,False
258,2025-10-24 11:50:56,2025-10-24 11:51:32,Take Profit 1,15.0,419.91,419.91,0.0,False
259,2025-10-24 11:50:56,2025-10-24 11:51:32,Take Profit 1,15.0,419.91,419.91,0.0,False
260,2025-10-24 11:50:56,2025-10-24 11:51:58,Trailing Stop,15.0,202.55,202.55,0.0,False
261,2025-10-24 11:50:56,2025-10-24 11:51:58,Trailing Stop,10.0,202.55,202.55,0.0,True
262,2025-10-24 11:50:56,2025-10-24 11:51:58,Trailing Stop,5.0,202.55,202.55,0.0,True
263,2025-10-24 11:50:56,2025-10-24 11:51:58,Trailing Stop,5.0,202.55,202.55,0.0,True
264,2025-10-24 11:50:56,2025-10-24 11:51:58,Trailing Stop,5.0,202.55,202.55,0.0,True
265,2025-10-24 11:55:08,2025-10-24 11:56:24,Take Profit 1,5.0,371.22,371.22,0.0,True
266,2025-10-24 11:55:08,2025-10-24 11:56:24,Take Profit 1,15.0,371.22,371.22,0.0,False
267,2025-10-24 11:55:08,2025-10-24 11:56:24,Take Profit 1,15.0,371.22,371.22,0.0,False
268,2025-10-24 11:55:08,2025-10-24 11:56:24,Take Profit 1,15.0,371.22,371.22,0.0,False
269,2025-10-24 11:55:08,2025-10-24 11:56:24,Take Profit 1,15.0,371.22,371.22,0.0,False
270,2025-10-24 11:55:08,2025-10-24 11:57:20,Trailing Stop,15.0,-29.77,-29.77,0.0,False
271,2025-10-24 11:55:08,2025-10-24 11:57:20,Trailing Stop,10.0,-29.77,-19.846666666666664,9.923333333333336,True
272,2025-10-24 11:55:08,2025-10-24 11:57:20,Trailing Stop,5.0,-29.77,-9.923333333333332,19.846666666666668,True
273,2025-10-24 11:55:08,2025-10-24 11:57:20,Trailing Stop,5.0,-29.77,-9.923333333333332,19.846666666666668,True
274,2025-10-24 11:55:08,2025-10-24 11:57:20,Trailing Stop,5.0,-29.77,-9.923333333333332,19.846666666666668,True
275,2025-10-24 11:59:01,2025-10-24 11:59:38,Stop Requested,5.0,-336.81,-112.27,224.54000000000002,True
276,2025-10-24 11:59:01,2025-10-24 11:59:38,Stop Requested,5.0,-336.81,-112.27,224.54000000000002,True
277,2025-10-24 11:59:01,2025-10-24 11:59:49,Stop Requested,5.0,-471.72,-157.24,314.48,True
278,2025-10-24 11:59:01,2025-10-24 12:00:10,Stop Requested,5.0,-606.64,-202.2133333333333,404.4266666666667,True
279,2025-10-24 11:59:01,2025-10-24 12:00:10,Stop Requested,5.0,-606.64,-202.2133333333333,404.4266666666667,True
280,2025-10-24 12:07:39,2025-10-24 12:08:12,Take Profit 1,5.0,405.09,405.09,0.0,True
281,2025-10-24 12:07:39,2025-10-24 12:08:12,Take Profit 1,15.0,405.09,405.09,0.0,False
282,2025-10-24 12:07:39,2025-10-24 12:10:59,Take Profit 2,15.0,914.76,914.76,0.0,False
283,2025-10-24 12:07:39,2025-10-24 12:10:59,Take Profit 2,15.0,914.76,914.76,0.0,False
284,2025-10-24 12:11:00,2025-10-24 12:17:30,Stop Loss,15.0,-2264.3,-2264.3,0.0,False
285,2025-10-24 12:11:00,2025-10-24 12:17:30,Stop Loss,10.0,-2264.3,-1509.5333333333333,754.7666666666669,True
286,2025-10-24 12:20:15,2025-10-24 12:22:45,Take Profit 1,5.0,416.16,416.16,0.0,True
287,2025-10-24 12:20:15,2025-10-24 12:22:45,Take Profit 1,15.0,416.16,416.16,0.0,False
288,2025-10-24 12:20:15,2025-10-24 12:23:13,Take Profit 2,15.0,985.79,985.79,0.0,False
289,2025-10-24 12:20:15,2025-10-24 12:23:13,Take Profit 2,15.0,985.79,985.79,0.0,False
290,2025-10-24 12:23:18,2025-10-24 12:24:52,Take Profit 1,15.0,509.19,509.19,0.0,False
291,2025-10-24 12:23:18,2025-10-24 12:24:52,Take Profit 1,15.0,509.19,509.19,0.0,False
292,2025-10-24 12:23:18,2025-10-24 12:25:45,Trailing Stop,15.0,490.46,490.46,0.0,False
293,2025-10-24 12:23:18,2025-10-24 12:25:45,Trailing Stop,10.0,490.46,490.46,0.0,True
294,2025-10-24 12:29:22,2025-10-24 12:29:23,Stop Requested,5.0,-15.36,-5.119999999999999,10.24,True
295,2025-10-24 12:29:22,2025-10-24 12:29:23,Stop Requested,5.0,-15.36,-5.119999999999999,10.24,True
296,2025-10-24 12:29:22,2025-10-24 12:29:23,Stop Requested,5.0,-15.36,-5.119999999999999,10.24,True
297,2025-10-24 12:26:50,2025-10-24 12:30:05,Stop Loss,5.0,-2324.54,-774.8466666666666,1549.6933333333334,True
