trade_num,entry_time,exit_time,exit_reason,applied_sl_pts,actual_pnl,simulated_pnl,savings,regression_active
561,2025-10-28 10:06:36,2025-10-28 10:08:31,Trailing Stop,5.0,4474.62,4474.62,0.0,True
562,2025-10-28 10:06:36,2025-10-28 10:08:31,Trailing Stop,5.0,4474.62,4474.62,0.0,True
563,2025-10-28 10:08:33,2025-10-28 10:09:29,Take Profit 1,5.0,840.87,840.87,0.0,True
564,2025-10-28 10:08:33,2025-10-28 10:09:29,Take Profit 1,15.0,840.87,840.87,0.0,False
565,2025-10-28 10:08:33,2025-10-28 10:09:29,Take Profit 1,15.0,840.87,840.87,0.0,False
566,2025-10-28 10:08:33,2025-10-28 10:10:04,Trailing Stop,15.0,-240.07,-240.07,0.0,False
567,2025-10-28 10:08:33,2025-10-28 10:10:04,Trailing Stop,10.0,-240.07,-160.04666666666665,80.02333333333334,True
568,2025-10-28 10:08:33,2025-10-28 10:10:04,Trailing Stop,5.0,-240.07,-80.02333333333333,160.04666666666668,True
569,2025-10-28 10:10:19,2025-10-28 10:12:26,Take Profit 1,5.0,2582.38,2582.38,0.0,True
570,2025-10-28 10:10:19,2025-10-28 10:12:26,Take Profit 1,15.0,2582.38,2582.38,0.0,False
571,2025-10-28 10:10:19,2025-10-28 10:12:26,Take Profit 1,15.0,2582.38,2582.38,0.0,False
572,2025-10-28 10:10:19,2025-10-28 10:12:40,Trailing Stop,15.0,4346.6,4346.6,0.0,False
573,2025-10-28 10:10:19,2025-10-28 10:12:40,Trailing Stop,10.0,4346.6,4346.6,0.0,True
574,2025-10-28 10:10:19,2025-10-28 10:12:40,Trailing Stop,5.0,4346.6,4346.6,0.0,True
575,2025-10-28 10:13:08,2025-10-28 10:13:49,Take Profit 1,5.0,1340.71,1340.71,0.0,True
576,2025-10-28 10:13:08,2025-10-28 10:13:49,Take Profit 1,15.0,1340.71,1340.71,0.0,False
577,2025-10-28 10:13:08,2025-10-28 10:13:49,Take Profit 1,15.0,1340.71,1340.71,0.0,False
578,2025-10-28 10:13:08,2025-10-28 10:15:01,Trailing Stop,15.0,866.65,866.65,0.0,False
579,2025-10-28 10:13:08,2025-10-28 10:15:01,Trailing Stop,10.0,866.65,866.65,0.0,True
580,2025-10-28 10:13:08,2025-10-28 10:15:01,Trailing Stop,5.0,866.65,866.65,0.0,True
581,2025-10-28 10:16:47,2025-10-28 10:18:44,Take Profit 1,5.0,1160.19,1160.19,0.0,True
582,2025-10-28 10:16:47,2025-10-28 10:18:44,Take Profit 1,15.0,1160.19,1160.19,0.0,False
583,2025-10-28 10:16:47,2025-10-28 10:18:44,Take Profit 1,15.0,1160.19,1160.19,0.0,False
584,2025-10-28 10:16:47,2025-10-28 10:19:48,Trailing Stop,15.0,-52.58,-52.58,0.0,False
585,2025-10-28 10:16:47,2025-10-28 10:19:48,Trailing Stop,10.0,-52.58,-35.05333333333333,17.52666666666667,True
586,2025-10-28 10:16:47,2025-10-28 10:19:48,Trailing Stop,5.0,-52.58,-17.526666666666664,35.053333333333335,True
587,2025-10-28 10:17:49,2025-10-28 10:20:03,Take Profit 1,5.0,2766.94,2766.94,0.0,True
588,2025-10-28 10:17:49,2025-10-28 10:20:03,Take Profit 1,15.0,2766.94,2766.94,0.0,False
589,2025-10-28 10:17:49,2025-10-28 10:20:03,Take Profit 1,15.0,2766.94,2766.94,0.0,False
590,2025-10-28 10:17:49,2025-10-28 10:20:49,Trailing Stop,15.0,5148.07,5148.07,0.0,False
591,2025-10-28 10:17:49,2025-10-28 10:20:49,Trailing Stop,10.0,5148.07,5148.07,0.0,True
592,2025-10-28 10:17:49,2025-10-28 10:20:49,Trailing Stop,5.0,5148.07,5148.07,0.0,True
593,2025-10-28 10:21:27,2025-10-28 10:22:59,Stop Loss,5.0,-20415.08,-6805.026666666667,13610.053333333335,True
594,2025-10-28 10:21:27,2025-10-28 10:22:59,Stop Loss,5.0,-20415.08,-6805.026666666667,13610.053333333335,True
595,2025-10-28 10:21:27,2025-10-28 10:22:59,Stop Loss,5.0,-20415.08,-6805.026666666667,13610.053333333335,True
596,2025-10-28 10:22:56,2025-10-28 10:23:07,Take Profit 1,5.0,1160.38,1160.38,0.0,True
597,2025-10-28 10:22:56,2025-10-28 10:23:07,Take Profit 1,15.0,1160.38,1160.38,0.0,False
598,2025-10-28 10:22:56,2025-10-28 10:23:07,Take Profit 1,15.0,1160.38,1160.38,0.0,False
599,2025-10-28 10:22:56,2025-10-28 10:23:21,Trailing Stop,15.0,41.43,41.43,0.0,False
600,2025-10-28 10:22:56,2025-10-28 10:23:21,Trailing Stop,10.0,41.43,41.43,0.0,True
601,2025-10-28 10:22:56,2025-10-28 10:23:21,Trailing Stop,5.0,41.43,41.43,0.0,True
602,2025-10-28 10:24:02,2025-10-28 10:24:15,Take Profit 1,5.0,2416.36,2416.36,0.0,True
603,2025-10-28 10:24:02,2025-10-28 10:24:15,Take Profit 1,15.0,2416.36,2416.36,0.0,False
604,2025-10-28 10:24:02,2025-10-28 10:24:15,Take Profit 1,15.0,2416.36,2416.36,0.0,False
605,2025-10-28 10:24:02,2025-10-28 10:24:47,Trailing Stop,15.0,-599.29,-599.29,0.0,False
606,2025-10-28 10:24:02,2025-10-28 10:24:47,Trailing Stop,10.0,-599.29,-399.52666666666664,199.76333333333332,True
607,2025-10-28 10:24:02,2025-10-28 10:24:47,Trailing Stop,5.0,-599.29,-199.76333333333332,399.52666666666664,True
608,2025-10-28 10:26:49,2025-10-28 10:27:19,Take Profit 1,5.0,2370.64,2370.64,0.0,True
609,2025-10-28 10:26:49,2025-10-28 10:27:19,Take Profit 1,15.0,2370.64,2370.64,0.0,False
610,2025-10-28 10:26:49,2025-10-28 10:27:19,Take Profit 1,15.0,2370.64,2370.64,0.0,False
611,2025-10-28 10:25:19,2025-10-28 10:27:20,Stop Loss,15.0,-9078.78,-9078.78,0.0,False
612,2025-10-28 10:25:19,2025-10-28 10:27:20,Stop Loss,10.0,-9078.78,-6052.52,3026.26,True
613,2025-10-28 10:25:19,2025-10-28 10:27:20,Stop Loss,5.0,-9078.78,-3026.26,6052.52,True
614,2025-10-28 10:26:49,2025-10-28 10:27:53,Trailing Stop,5.0,2903.35,2903.35,0.0,True
615,2025-10-28 10:26:49,2025-10-28 10:27:53,Trailing Stop,5.0,2903.35,2903.35,0.0,True
616,2025-10-28 10:26:49,2025-10-28 10:27:53,Trailing Stop,5.0,2903.35,2903.35,0.0,True
617,2025-10-28 10:31:18,2025-10-28 10:31:49,Take Profit 1,5.0,3055.25,3055.25,0.0,True
618,2025-10-28 10:31:18,2025-10-28 10:31:49,Take Profit 1,15.0,3055.25,3055.25,0.0,False
619,2025-10-28 10:31:18,2025-10-28 10:31:49,Take Profit 1,15.0,3055.25,3055.25,0.0,False
620,2025-10-28 10:31:18,2025-10-28 10:31:58,Take Profit 2,15.0,6567.02,6567.02,0.0,False
621,2025-10-28 10:28:06,2025-10-28 10:31:58,Stop Loss,15.0,-8230.23,-8230.23,0.0,False
622,2025-10-28 10:28:06,2025-10-28 10:31:58,Stop Loss,10.0,-8230.23,-5486.82,2743.41,True
623,2025-10-28 10:28:06,2025-10-28 10:31:58,Stop Loss,5.0,-8230.23,-2743.41,5486.82,True
624,2025-10-28 10:31:18,2025-10-28 10:31:58,Take Profit 2,5.0,6567.02,6567.02,0.0,True
625,2025-10-28 10:31:18,2025-10-28 10:31:58,Take Profit 2,15.0,6567.02,6567.02,0.0,False
626,2025-10-28 10:31:18,2025-10-28 10:32:01,Take Profit 3,15.0,4839.64,4839.64,0.0,False
627,2025-10-28 10:31:18,2025-10-28 10:32:01,Take Profit 3,15.0,4839.64,4839.64,0.0,False
628,2025-10-28 10:31:18,2025-10-28 10:32:01,Take Profit 3,15.0,4839.64,4839.64,0.0,False
629,2025-10-28 10:31:18,2025-10-28 10:32:09,Trailing Stop,15.0,3647.9,3647.9,0.0,False
630,2025-10-28 10:31:18,2025-10-28 10:32:09,Trailing Stop,10.0,3647.9,3647.9,0.0,True
631,2025-10-28 10:31:18,2025-10-28 10:32:09,Trailing Stop,5.0,3647.9,3647.9,0.0,True
632,2025-10-28 10:32:40,2025-10-28 10:32:52,Take Profit 1,5.0,2208.6,2208.6,0.0,True
633,2025-10-28 10:32:40,2025-10-28 10:32:52,Take Profit 1,15.0,2208.6,2208.6,0.0,False
634,2025-10-28 10:32:40,2025-10-28 10:32:52,Take Profit 1,15.0,2208.6,2208.6,0.0,False
635,2025-10-28 10:32:40,2025-10-28 10:32:58,Trailing Stop,15.0,1823.02,1823.02,0.0,False
636,2025-10-28 10:32:40,2025-10-28 10:32:58,Trailing Stop,10.0,1823.02,1823.02,0.0,True
637,2025-10-28 10:32:40,2025-10-28 10:32:58,Trailing Stop,5.0,1823.02,1823.02,0.0,True
638,2025-10-28 10:36:52,2025-10-28 10:39:25,Take Profit 1,5.0,3311.83,3311.83,0.0,True
639,2025-10-28 10:36:52,2025-10-28 10:39:25,Take Profit 1,15.0,3311.83,3311.83,0.0,False
640,2025-10-28 10:36:52,2025-10-28 10:39:25,Take Profit 1,15.0,3311.83,3311.83,0.0,False
641,2025-10-28 10:36:52,2025-10-28 10:39:51,Trailing Stop,15.0,4462.28,4462.28,0.0,False
642,2025-10-28 10:36:52,2025-10-28 10:39:51,Trailing Stop,10.0,4462.28,4462.28,0.0,True
643,2025-10-28 10:36:52,2025-10-28 10:39:51,Trailing Stop,5.0,4462.28,4462.28,0.0,True
644,2025-10-28 10:40:40,2025-10-28 10:42:52,Stop Loss,5.0,-20699.33,-6899.776666666667,13799.553333333335,True
645,2025-10-28 10:40:40,2025-10-28 10:42:52,Stop Loss,5.0,-20699.33,-6899.776666666667,13799.553333333335,True
646,2025-10-28 10:40:40,2025-10-28 10:42:52,Stop Loss,5.0,-20699.33,-6899.776666666667,13799.553333333335,True
647,2025-10-28 10:33:20,2025-10-28 10:46:10,Take Profit 1,5.0,790.19,790.19,0.0,True
648,2025-10-28 10:33:20,2025-10-28 10:46:10,Take Profit 1,15.0,790.19,790.19,0.0,False
649,2025-10-28 10:33:20,2025-10-28 10:46:10,Take Profit 1,15.0,790.19,790.19,0.0,False
650,2025-10-28 10:33:20,2025-10-28 10:47:13,Trailing Stop,15.0,2106.65,2106.65,0.0,False
651,2025-10-28 10:33:20,2025-10-28 10:47:13,Trailing Stop,10.0,2106.65,2106.65,0.0,True
652,2025-10-28 10:33:20,2025-10-28 10:47:13,Trailing Stop,5.0,2106.65,2106.65,0.0,True
653,2025-10-28 10:44:58,2025-10-28 10:50:36,Take Profit 1,5.0,2869.17,2869.17,0.0,True
654,2025-10-28 10:44:58,2025-10-28 10:50:36,Take Profit 1,15.0,2869.17,2869.17,0.0,False
655,2025-10-28 10:44:58,2025-10-28 10:50:36,Take Profit 1,15.0,2869.17,2869.17,0.0,False
656,2025-10-28 10:44:58,2025-10-28 10:51:11,Trailing Stop,15.0,1458.15,1458.15,0.0,False
657,2025-10-28 10:44:58,2025-10-28 10:51:11,Trailing Stop,10.0,1458.15,1458.15,0.0,True
658,2025-10-28 10:44:58,2025-10-28 10:51:11,Trailing Stop,5.0,1458.15,1458.15,0.0,True
659,2025-10-28 10:51:24,2025-10-28 10:51:56,Take Profit 1,5.0,3733.0,3733.0,0.0,True
660,2025-10-28 10:51:24,2025-10-28 10:51:56,Take Profit 1,15.0,3733.0,3733.0,0.0,False
661,2025-10-28 10:51:24,2025-10-28 10:51:56,Take Profit 1,15.0,3733.0,3733.0,0.0,False
662,2025-10-28 10:51:24,2025-10-28 10:52:05,Trailing Stop,15.0,1908.68,1908.68,0.0,False
663,2025-10-28 10:51:24,2025-10-28 10:52:05,Trailing Stop,10.0,1908.68,1908.68,0.0,True
664,2025-10-28 10:51:24,2025-10-28 10:52:05,Trailing Stop,5.0,1908.68,1908.68,0.0,True
665,2025-10-28 10:51:12,2025-10-28 10:54:01,Stop Loss,5.0,-9189.8,-3063.2666666666664,6126.533333333333,True
666,2025-10-28 10:51:12,2025-10-28 10:54:01,Stop Loss,5.0,-9189.8,-3063.2666666666664,6126.533333333333,True
667,2025-10-28 10:51:12,2025-10-28 10:54:01,Stop Loss,5.0,-9189.8,-3063.2666666666664,6126.533333333333,True
668,2025-10-28 10:53:59,2025-10-28 10:54:02,Take Profit 1,5.0,3075.61,3075.61,0.0,True
669,2025-10-28 10:53:59,2025-10-28 10:54:02,Take Profit 1,15.0,3075.61,3075.61,0.0,False
670,2025-10-28 10:53:59,2025-10-28 10:54:02,Take Profit 1,15.0,3075.61,3075.61,0.0,False
671,2025-10-28 10:53:59,2025-10-28 10:55:29,Take Profit 2,15.0,4557.86,4557.86,0.0,False
672,2025-10-28 10:53:59,2025-10-28 10:55:29,Take Profit 2,15.0,4557.86,4557.86,0.0,False
673,2025-10-28 10:53:59,2025-10-28 10:55:29,Take Profit 2,15.0,4557.86,4557.86,0.0,False
674,2025-10-28 10:53:59,2025-10-28 10:56:05,Trailing Stop,15.0,3715.55,3715.55,0.0,False
675,2025-10-28 10:53:59,2025-10-28 10:56:05,Trailing Stop,10.0,3715.55,3715.55,0.0,True
676,2025-10-28 10:53:59,2025-10-28 10:56:05,Trailing Stop,5.0,3715.55,3715.55,0.0,True
677,2025-10-28 10:56:06,2025-10-28 10:58:05,Take Profit 1,5.0,1120.96,1120.96,0.0,True
678,2025-10-28 10:56:06,2025-10-28 10:58:05,Take Profit 1,15.0,1120.96,1120.96,0.0,False
679,2025-10-28 10:56:06,2025-10-28 10:58:05,Take Profit 1,15.0,1120.96,1120.96,0.0,False
680,2025-10-28 10:56:06,2025-10-28 10:58:37,Trailing Stop,15.0,275.53,275.53,0.0,False
681,2025-10-28 10:56:06,2025-10-28 10:58:37,Trailing Stop,10.0,275.53,275.53,0.0,True
682,2025-10-28 10:56:06,2025-10-28 10:58:37,Trailing Stop,5.0,275.53,275.53,0.0,True
683,2025-10-28 10:59:08,2025-10-28 11:01:34,Take Profit 1,5.0,2968.87,2968.87,0.0,True
684,2025-10-28 10:59:08,2025-10-28 11:01:34,Take Profit 1,15.0,2968.87,2968.87,0.0,False
685,2025-10-28 10:59:08,2025-10-28 11:01:34,Take Profit 1,15.0,2968.87,2968.87,0.0,False
686,2025-10-28 10:59:08,2025-10-28 11:01:53,Trailing Stop,15.0,460.55,460.55,0.0,False
687,2025-10-28 10:59:08,2025-10-28 11:01:53,Trailing Stop,10.0,460.55,460.55,0.0,True
688,2025-10-28 10:59:08,2025-10-28 11:01:53,Trailing Stop,5.0,460.55,460.55,0.0,True
689,2025-10-28 11:02:22,2025-10-28 11:03:27,Take Profit 1,5.0,4463.17,4463.17,0.0,True
690,2025-10-28 11:02:22,2025-10-28 11:03:27,Take Profit 1,15.0,4463.17,4463.17,0.0,False
691,2025-10-28 11:02:22,2025-10-28 11:03:27,Take Profit 1,15.0,4463.17,4463.17,0.0,False
692,2025-10-28 11:02:22,2025-10-28 11:03:33,Take Profit 2,15.0,5117.99,5117.99,0.0,False
693,2025-10-28 11:02:22,2025-10-28 11:03:33,Take Profit 2,15.0,5117.99,5117.99,0.0,False
694,2025-10-28 11:02:22,2025-10-28 11:03:33,Take Profit 2,15.0,5117.99,5117.99,0.0,False
695,2025-10-28 11:01:49,2025-10-28 11:04:12,Stop Loss,15.0,-9992.0,-9992.0,0.0,False
696,2025-10-28 11:02:22,2025-10-28 11:04:12,Take Profit 3,10.0,4476.15,4476.15,0.0,True
697,2025-10-28 11:01:49,2025-10-28 11:04:12,Stop Loss,15.0,-9992.0,-9992.0,0.0,False
698,2025-10-28 11:02:22,2025-10-28 11:04:12,Take Profit 3,10.0,4476.15,4476.15,0.0,True
699,2025-10-28 11:02:22,2025-10-28 11:04:12,Take Profit 3,15.0,4476.15,4476.15,0.0,False
700,2025-10-28 11:01:49,2025-10-28 11:04:12,Stop Loss,15.0,-9992.0,-9992.0,0.0,False
701,2025-10-28 11:02:22,2025-10-28 11:04:37,Trailing Stop,10.0,3284.41,3284.41,0.0,True
702,2025-10-28 11:02:22,2025-10-28 11:04:37,Trailing Stop,5.0,3284.41,3284.41,0.0,True
703,2025-10-28 11:02:22,2025-10-28 11:04:37,Trailing Stop,5.0,3284.41,3284.41,0.0,True
704,2025-10-28 11:04:49,2025-10-28 11:07:00,Take Profit 1,5.0,1111.67,1111.67,0.0,True
705,2025-10-28 11:04:49,2025-10-28 11:07:00,Take Profit 1,15.0,1111.67,1111.67,0.0,False
706,2025-10-28 11:04:49,2025-10-28 11:07:00,Take Profit 1,15.0,1111.67,1111.67,0.0,False
707,2025-10-28 11:04:49,2025-10-28 11:08:33,Trailing Stop,15.0,1271.91,1271.91,0.0,False
708,2025-10-28 11:04:49,2025-10-28 11:08:33,Trailing Stop,10.0,1271.91,1271.91,0.0,True
709,2025-10-28 11:04:49,2025-10-28 11:08:33,Trailing Stop,5.0,1271.91,1271.91,0.0,True
710,2025-10-28 11:08:29,2025-10-28 11:08:58,Take Profit 1,5.0,2677.77,2677.77,0.0,True
711,2025-10-28 11:08:29,2025-10-28 11:08:58,Take Profit 1,15.0,2677.77,2677.77,0.0,False
712,2025-10-28 11:08:29,2025-10-28 11:08:58,Take Profit 1,15.0,2677.77,2677.77,0.0,False
713,2025-10-28 11:08:29,2025-10-28 11:09:15,Trailing Stop,15.0,2881.55,2881.55,0.0,False
714,2025-10-28 11:08:29,2025-10-28 11:09:15,Trailing Stop,10.0,2881.55,2881.55,0.0,True
715,2025-10-28 11:08:29,2025-10-28 11:09:15,Trailing Stop,5.0,2881.55,2881.55,0.0,True
716,2025-10-28 11:09:34,2025-10-28 11:12:36,Take Profit 1,5.0,1122.13,1122.13,0.0,True
717,2025-10-28 11:09:34,2025-10-28 11:12:36,Take Profit 1,15.0,1122.13,1122.13,0.0,False
718,2025-10-28 11:09:34,2025-10-28 11:12:36,Take Profit 1,15.0,1122.13,1122.13,0.0,False
719,2025-10-28 11:09:34,2025-10-28 11:13:43,Trailing Stop,15.0,-322.13,-322.13,0.0,False
720,2025-10-28 11:09:34,2025-10-28 11:13:43,Trailing Stop,10.0,-322.13,-214.75333333333333,107.37666666666667,True
721,2025-10-28 11:09:34,2025-10-28 11:13:43,Trailing Stop,5.0,-322.13,-107.37666666666667,214.75333333333333,True
722,2025-10-28 11:13:16,2025-10-28 11:13:47,Take Profit 1,5.0,2730.15,2730.15,0.0,True
723,2025-10-28 11:13:16,2025-10-28 11:13:47,Take Profit 1,15.0,2730.15,2730.15,0.0,False
724,2025-10-28 11:13:16,2025-10-28 11:13:47,Take Profit 1,15.0,2730.15,2730.15,0.0,False
725,2025-10-28 11:13:16,2025-10-28 11:14:02,Trailing Stop,15.0,1802.1,1802.1,0.0,False
726,2025-10-28 11:13:16,2025-10-28 11:14:02,Trailing Stop,10.0,1802.1,1802.1,0.0,True
727,2025-10-28 11:13:16,2025-10-28 11:14:02,Trailing Stop,5.0,1802.1,1802.1,0.0,True
728,2025-10-28 11:14:47,2025-10-28 11:18:43,Take Profit 1,5.0,1133.06,1133.06,0.0,True
729,2025-10-28 11:14:47,2025-10-28 11:18:43,Take Profit 1,15.0,1133.06,1133.06,0.0,False
730,2025-10-28 11:14:47,2025-10-28 11:18:43,Take Profit 1,15.0,1133.06,1133.06,0.0,False
731,2025-10-28 11:15:21,2025-10-28 11:19:01,Stop Loss,15.0,-24351.1,-24351.1,0.0,False
732,2025-10-28 11:15:21,2025-10-28 11:19:01,Stop Loss,10.0,-24351.1,-16234.066666666666,8117.033333333333,True
733,2025-10-28 11:15:21,2025-10-28 11:19:01,Stop Loss,5.0,-24351.1,-8117.033333333333,16234.066666666666,True
734,2025-10-28 11:14:47,2025-10-28 11:19:32,Trailing Stop,5.0,1213.87,1213.87,0.0,True
735,2025-10-28 11:14:47,2025-10-28 11:19:32,Trailing Stop,5.0,1213.87,1213.87,0.0,True
736,2025-10-28 11:14:47,2025-10-28 11:19:32,Trailing Stop,5.0,1213.87,1213.87,0.0,True
737,2025-10-28 11:20:45,2025-10-28 11:21:18,Take Profit 1,5.0,1166.01,1166.01,0.0,True
738,2025-10-28 11:20:45,2025-10-28 11:21:18,Take Profit 1,15.0,1166.01,1166.01,0.0,False
739,2025-10-28 11:20:45,2025-10-28 11:21:18,Take Profit 1,15.0,1166.01,1166.01,0.0,False
740,2025-10-28 11:20:45,2025-10-28 11:21:41,Trailing Stop,15.0,1081.4,1081.4,0.0,False
741,2025-10-28 11:20:45,2025-10-28 11:21:41,Trailing Stop,10.0,1081.4,1081.4,0.0,True
742,2025-10-28 11:20:45,2025-10-28 11:21:41,Trailing Stop,5.0,1081.4,1081.4,0.0,True
743,2025-10-28 11:19:36,2025-10-28 11:22:25,Stop Loss,5.0,-20497.47,-6832.49,13664.980000000001,True
744,2025-10-28 11:19:36,2025-10-28 11:22:25,Stop Loss,5.0,-20497.47,-6832.49,13664.980000000001,True
745,2025-10-28 11:19:36,2025-10-28 11:22:25,Stop Loss,5.0,-20497.47,-6832.49,13664.980000000001,True
746,2025-10-28 11:21:57,2025-10-28 11:25:02,Take Profit 1,5.0,1412.5,1412.5,0.0,True
747,2025-10-28 11:21:57,2025-10-28 11:25:02,Take Profit 1,15.0,1412.5,1412.5,0.0,False
748,2025-10-28 11:21:57,2025-10-28 11:25:02,Take Profit 1,15.0,1412.5,1412.5,0.0,False
749,2025-10-28 11:21:57,2025-10-28 11:25:09,Take Profit 2,15.0,1818.61,1818.61,0.0,False
750,2025-10-28 11:21:57,2025-10-28 11:25:09,Take Profit 2,15.0,1818.61,1818.61,0.0,False
751,2025-10-28 11:21:57,2025-10-28 11:25:09,Take Profit 2,15.0,1818.61,1818.61,0.0,False
752,2025-10-28 11:24:15,2025-10-28 11:25:12,Stop Loss,15.0,-21027.2,-21027.2,0.0,False
753,2025-10-28 11:24:15,2025-10-28 11:25:12,Stop Loss,10.0,-21027.2,-14018.133333333333,7009.0666666666675,True
754,2025-10-28 11:24:15,2025-10-28 11:25:12,Stop Loss,5.0,-21027.2,-7009.066666666667,14018.133333333335,True
755,2025-10-28 11:21:57,2025-10-28 11:25:29,Trailing Stop,5.0,1648.6,1648.6,0.0,True
756,2025-10-28 11:21:57,2025-10-28 11:25:29,Trailing Stop,5.0,1648.6,1648.6,0.0,True
757,2025-10-28 11:21:57,2025-10-28 11:25:29,Trailing Stop,5.0,1648.6,1648.6,0.0,True
758,2025-10-28 11:26:02,2025-10-28 11:30:50,Take Profit 1,5.0,760.69,760.69,0.0,True
759,2025-10-28 11:26:02,2025-10-28 11:30:50,Take Profit 1,15.0,760.69,760.69,0.0,False
760,2025-10-28 11:26:02,2025-10-28 11:30:50,Take Profit 1,15.0,760.69,760.69,0.0,False
761,2025-10-28 11:26:02,2025-10-28 11:31:10,Trailing Stop,15.0,346.47,346.47,0.0,False
762,2025-10-28 11:26:02,2025-10-28 11:31:10,Trailing Stop,10.0,346.47,346.47,0.0,True
763,2025-10-28 11:26:02,2025-10-28 11:31:10,Trailing Stop,5.0,346.47,346.47,0.0,True
764,2025-10-28 11:25:37,2025-10-28 11:34:54,Take Profit 1,5.0,2280.15,2280.15,0.0,True
765,2025-10-28 11:25:37,2025-10-28 11:34:54,Take Profit 1,15.0,2280.15,2280.15,0.0,False
766,2025-10-28 11:25:37,2025-10-28 11:34:54,Take Profit 1,15.0,2280.15,2280.15,0.0,False
767,2025-10-28 11:25:37,2025-10-28 11:35:21,Take Profit 2,15.0,4598.4,4598.4,0.0,False
768,2025-10-28 11:25:37,2025-10-28 11:35:21,Take Profit 2,15.0,4598.4,4598.4,0.0,False
769,2025-10-28 11:25:37,2025-10-28 11:35:21,Take Profit 2,15.0,4598.4,4598.4,0.0,False
770,2025-10-28 11:25:37,2025-10-28 11:35:33,Trailing Stop,15.0,4191.43,4191.43,0.0,False
771,2025-10-28 11:25:37,2025-10-28 11:35:33,Trailing Stop,10.0,4191.43,4191.43,0.0,True
772,2025-10-28 11:25:37,2025-10-28 11:35:33,Trailing Stop,5.0,4191.43,4191.43,0.0,True
773,2025-10-28 11:35:37,2025-10-28 11:36:55,Take Profit 1,5.0,1221.66,1221.66,0.0,True
774,2025-10-28 11:35:37,2025-10-28 11:36:55,Take Profit 1,15.0,1221.66,1221.66,0.0,False
775,2025-10-28 11:35:37,2025-10-28 11:36:55,Take Profit 1,15.0,1221.66,1221.66,0.0,False
776,2025-10-28 11:35:37,2025-10-28 11:37:02,Trailing Stop,15.0,846.84,846.84,0.0,False
777,2025-10-28 11:35:37,2025-10-28 11:37:02,Trailing Stop,10.0,846.84,846.84,0.0,True
778,2025-10-28 11:35:37,2025-10-28 11:37:02,Trailing Stop,5.0,846.84,846.84,0.0,True
779,2025-10-28 11:38:13,2025-10-28 11:39:54,Take Profit 1,5.0,1254.73,1254.73,0.0,True
780,2025-10-28 11:38:13,2025-10-28 11:39:54,Take Profit 1,15.0,1254.73,1254.73,0.0,False
781,2025-10-28 11:38:13,2025-10-28 11:39:54,Take Profit 1,15.0,1254.73,1254.73,0.0,False
782,2025-10-28 11:35:52,2025-10-28 11:39:56,Stop Loss,15.0,-18152.99,-18152.99,0.0,False
783,2025-10-28 11:35:52,2025-10-28 11:39:56,Stop Loss,10.0,-18152.99,-12101.993333333334,6050.996666666668,True
784,2025-10-28 11:35:52,2025-10-28 11:39:56,Stop Loss,5.0,-18152.99,-6050.996666666667,12101.993333333336,True
785,2025-10-28 11:38:13,2025-10-28 11:40:18,Take Profit 2,5.0,1878.32,1878.32,0.0,True
786,2025-10-28 11:38:13,2025-10-28 11:40:18,Take Profit 2,15.0,1878.32,1878.32,0.0,False
787,2025-10-28 11:38:13,2025-10-28 11:40:18,Take Profit 2,15.0,1878.32,1878.32,0.0,False
788,2025-10-28 11:38:13,2025-10-28 11:40:49,Trailing Stop,15.0,1738.17,1738.17,0.0,False
789,2025-10-28 11:38:13,2025-10-28 11:40:49,Trailing Stop,10.0,1738.17,1738.17,0.0,True
790,2025-10-28 11:38:13,2025-10-28 11:40:49,Trailing Stop,5.0,1738.17,1738.17,0.0,True
791,2025-10-28 11:40:58,2025-10-28 11:41:31,Take Profit 1,5.0,2394.05,2394.05,0.0,True
792,2025-10-28 11:40:58,2025-10-28 11:41:31,Take Profit 1,15.0,2394.05,2394.05,0.0,False
793,2025-10-28 11:40:58,2025-10-28 11:41:31,Take Profit 1,15.0,2394.05,2394.05,0.0,False
794,2025-10-28 11:40:58,2025-10-28 11:41:54,Trailing Stop,15.0,431.62,431.62,0.0,False
795,2025-10-28 11:40:58,2025-10-28 11:41:54,Trailing Stop,10.0,431.62,431.62,0.0,True
796,2025-10-28 11:40:58,2025-10-28 11:41:54,Trailing Stop,5.0,431.62,431.62,0.0,True
797,2025-10-28 11:42:04,2025-10-28 11:42:30,Take Profit 1,5.0,1208.23,1208.23,0.0,True
798,2025-10-28 11:42:04,2025-10-28 11:42:30,Take Profit 1,15.0,1208.23,1208.23,0.0,False
799,2025-10-28 11:42:04,2025-10-28 11:42:30,Take Profit 1,15.0,1208.23,1208.23,0.0,False
800,2025-10-28 11:42:04,2025-10-28 11:42:46,Trailing Stop,15.0,83.7,83.7,0.0,False
801,2025-10-28 11:42:04,2025-10-28 11:42:46,Trailing Stop,10.0,83.7,83.7,0.0,True
802,2025-10-28 11:42:04,2025-10-28 11:42:46,Trailing Stop,5.0,83.7,83.7,0.0,True
803,2025-10-28 11:43:27,2025-10-28 11:45:02,Stop Loss,5.0,-9460.84,-3153.6133333333332,6307.226666666667,True
804,2025-10-28 11:43:27,2025-10-28 11:45:02,Stop Loss,5.0,-9460.84,-3153.6133333333332,6307.226666666667,True
805,2025-10-28 11:43:27,2025-10-28 11:45:02,Stop Loss,5.0,-9460.84,-3153.6133333333332,6307.226666666667,True
